paper_id,title,has_demand,demand_count,has_compliance,compliance_count,decision,acceptance
0g0X4H8yN4I,​​What learning algorithm is in-context learning? Investigations with linear models,False,0,False,0,Accept: notable-top-5%,True
9d13HEFFaea,Learning to represent and predict evolving visual signals via polar straightening,False,0,False,0,Reject,False
CPDtGLmXEfy,On Representation Learning Under Class Imbalance,False,0,False,0,Reject,False
CKATCkQFcdJ,Gradient Descent Converges Linearly for Logistic Regression on Separable Data,False,0,False,0,Reject,False
c5-qKzTbP2O,Interpretable (meta)factorization of clinical questionnaires to identify general dimensions of psychopathology,False,0,False,0,Reject,False
hCmjBJeGXcu,Enhancing Meta Learning via Multi-Objective Soft Improvement Functions,False,0,False,0,Accept: poster,True
VM8batVBWvg,Discrete Predictor-Corrector Diffusion Models for Image Synthesis,False,0,False,0,Accept: poster,True
U0jfsqmoV-4,Instruction-Following Agents with Jointly Pre-Trained Vision-Language Models,False,0,False,0,Reject,False
G7E_K3WaLpK,Infusing Lattice Symmetry Priors in Neural Networks Using Soft Attention Masks,False,0,True,1,Reject,False
K1NKDaNM9i,Counterfactual Vision-Language Data Synthesis with Intra-Sample Contrast Learning,False,0,False,0,Reject,False
tcbBPnfwxS,OPTQ: Accurate Quantization for Generative Pre-trained Transformers,False,0,False,0,Accept: poster,True
q2vsXnsjNB_,ConserWeightive Behavioral Cloning for Reliable Offline Reinforcement Learning,False,0,False,0,Reject,False
8-2sjUPp_YD,ADVL: Adaptive Distillation for Vision-Language Tasks,False,0,False,0,Reject,False
bH-kCY6LdKg,A new characterization of the edge of stability based on a sharpness measure aware of batch gradient distribution,False,0,False,0,Accept: poster,True
RDy3IbvjMqT,$\mathrm{SE}(3)$-Equivariant Attention Networks for Shape Reconstruction in Function Space,False,0,False,0,Accept: poster,True
D8ulVmpjzYX,PBES: PCA Based Exemplar Sampling Algorithm for Continual Learning,True,1,False,0,Reject,False
15lSKp0wBnm,"3D-IntPhys: Learning 3D Visual Intuitive Physics for Fluids, Rigid Bodies, and Granular Materials",False,0,False,0,Reject,False
m_GDIItaI3o,Continual Pre-training of Language Models,False,0,False,0,Accept: poster,True
PvDY71zKsvP,Min-Max Multi-objective Bilevel Optimization with Applications in Robust Machine Learning,False,0,False,0,Accept: poster,True
1n1c7cHl3Zc,The Plug and Play of Language Models for Text-to-image Generation,False,0,True,1,Reject,False
V2BQvSIWnYD,Learning Arborescence with An Efficient Inference Algorithm,False,0,False,0,Reject,False
Uuf2q9TfXGA,"Towards Understanding Ensemble, Knowledge Distillation and Self-Distillation in Deep Learning",False,0,False,0,Accept: notable-top-5%,True
rMQ1Wme3S0c,A Score-Based Model for Learning Neural Wavefunctions,True,1,True,1,Reject,False
IsCg7qoy8i9,Benchmarking Algorithms for Domain Generalization in Federated Learning,False,0,True,2,Reject,False
dF0g-5k05h_,The Vendi Score: A Diversity Evaluation Metric for Machine Learning,False,0,False,0,Reject,False
7h5KSs2PCRi,Forward Super-Resolution: How Can GANs Learn Hierarchical Generative Models for Real-World Distributions,False,0,False,0,Accept: poster,True
9yE2xEj0BH7,Spotlight: Mobile UI Understanding using Vision-Language Models with a Focus,False,0,False,0,Accept: poster,True
rimcq1oIFeR,A Control-Centric Benchmark for Video Prediction,False,0,False,0,Accept: poster,True
ncQCD9M8SwT,Continual Learning Based on Sub-Networks and Task Similarity,True,1,False,0,Reject,False
vsMyHUq_C1c,A Stable and Scalable Method for Solving Initial Value PDEs with Neural Networks,False,0,True,2,Accept: poster,True
npwbjVljAEU,Shallow Learning In Materio.,False,0,False,0,Reject,False
tGHi1HFNBx1,Data Subset Selection via Machine Teaching,False,0,False,0,Reject,False
1PTeB4MWCfU,Do Summarization Models Synthesize?,True,1,False,0,Reject,False
NEEtm5laNK1,CHiLS: Zero-Shot Image Classification with Hierarchical Label Sets,False,0,True,2,Reject,False
po-oqRst4Xm,Multi-Grid Tensorized Fourier Neural  Operator for High Resolution PDEs,False,0,True,1,Reject,False
oVPqFCI1g7q,$\beta$-Stochastic Sign SGD: A Byzantine Resilient and Differentially Private Gradient Compressor for Federated Learning,False,0,False,0,Reject,False
MRfbe7VAoqu,Sequential Brick Assembly with Efficient Constraint Satisfaction,False,0,True,1,Reject,False
WtW_s7EDWPe,Data-Efficient Finetuning Using Cross-Task Nearest Neighbors,False,0,True,1,Reject,False
a65YK0cqH8g,"Noise Is Not the Main Factor Behind the Gap Between Sgd and Adam on Transformers, But Sign Descent Might Be",False,0,True,2,Accept: poster,True
sBfTc3SD9gp,BiAdam: Fast Adaptive Bilevel Optimization Methods,False,0,False,0,Reject,False
li7qeBbCR1t,Building Normalizing Flows with Stochastic Interpolants,False,0,False,0,Accept: poster,True
dz8i-yzXeVg,Elicitation Inference Optimization for Multi-Principal-Agent Alignment,False,0,False,0,Reject,False
VE1s3e5xriA,Dual Student Networks for Data-Free Model Stealing,False,0,False,0,Accept: poster,True
Fj1S0SV8p3U,Augmentation Curriculum Learning For Generalization in RL,False,0,True,1,Reject,False
nWTzIsgrYNN,Composite Slice Transformer: An Efficient Transformer with Composition of Multi-Scale Multi-Range Attentions,False,0,True,1,Accept: poster,True
jH6pg6JaSP2,Graph Fourier MMD for signals on data graphs,False,0,False,0,Reject,False
dhYUMMy0_Eg,Equal Improvability: A New Fairness Notion Considering the Long-term Impact,False,0,True,1,Accept: poster,True
7T2XgpklLDA,Does progress on ImageNet transfer to real world datasets?,False,0,False,0,Reject,False
z9SIj-IM7tn,Competitive Physics Informed Networks ,False,0,True,1,Accept: poster,True
_nGgzQjzaRy,Decomposed Prompting: A Modular Approach for Solving Complex Tasks,False,0,True,1,Accept: poster,True
i0lHs3ji9xT,Designing and Using Goal-Conditioned Tools,False,0,False,0,Reject,False
qDQRvlFfz-K,Post-mortem on a deep learning contest: a Simpson’s paradox and the complementary roles of scale metrics versus shape metrics,False,0,False,0,Reject,False
9XAZBUfnefS,ProtFIM: Fill-in-Middle Protein Sequence Design via Protein Language Models,True,1,False,0,Reject,False
3C9Eqd0hCrr,Beyond Deep Learning: An Evolutionary Feature Engineering Approach to Tabular Data Classification,False,0,False,0,Reject,False
lw1WKaIL3LR,Proportional Multicalibration,False,0,True,1,Reject,False
n_SwMH9o-oT,On The Impact of Machine Learning Randomness on Group Fairness,False,0,False,0,Reject,False
mzrNhoaHRDc,Using the Training History to Detect and Prevent Overfitting in Deep Learning Models,False,0,False,0,Reject,False
WY0g8Gu58at,Multi-scale Sinusoidal Embeddings Enable Learning on High Resolution Mass Spectrometry Data,False,0,False,0,Reject,False
9MO7bjoAfIA,Self-Ensemble Protection: Training Checkpoints Are Good Data Protectors,False,0,False,0,Accept: poster,True
3l36EPLnPzA,Efficient parametric approximations of neural net function space distance,False,0,False,0,Reject,False
pXDmbfVL_SB,Systematic Generalization and Emergent Structures in Transformers Trained on Structured Tasks,False,0,False,0,Reject,False
ZMz-sW6gCLF,Energy-Inspired Self-Supervised Pretraining for Vision Models,True,1,False,0,Accept: notable-top-25%,True
2EpjkjzdCAa,Effectively Modeling Time Series with Simple Discrete State Spaces,False,0,False,0,Accept: poster,True
YrZEKNLWhlp,Forgetful causal masking makes causal language models better zero-shot learners,False,0,True,1,Reject,False
KRLUvxh8uaX,"When and Why Vision-Language Models Behave like Bags-Of-Words, and What to Do About It?",False,0,False,0,Accept: notable-top-5%,True
Jbdc0vTOcol,A Time Series is Worth 64 Words:  Long-term Forecasting with Transformers,False,0,False,0,Accept: poster,True
086pmarAris,Fantastic Rewards and How to Tame Them: A Case Study on Reward Learning for Task-oriented Dialogue Systems,False,0,False,0,Accept: poster,True
8jU7wy7N7mA,Supervision Complexity and its Role in Knowledge Distillation,False,0,True,2,Accept: poster,True
ZaQrYalGFIh,GLINKX: A Scalable Unified Framework For Homophilous and Heterophilous Graphs,False,0,True,1,Reject,False
kocBczDfBeT,Marich: A Query-efficient & Online Model Extraction Attack using Public Data,False,0,False,0,Reject,False
-hWhz9xfrB9,Lovasz Theta Contrastive Learning,False,0,False,0,Reject,False
-htnolWDLvP,Transferable Unlearnable Examples,False,0,False,0,Accept: poster,True
bbf_lxmcpTQ,MUG: Interactive Multimodal Grounding on User Interfaces,False,0,False,0,Reject,False
b1F-_7dUo0w,Tabular Deep Learning when $d \gg n$ by Using an Auxiliary Knowledge Graph,False,0,True,2,Reject,False
3pfNb4pZBNp,Random Laplacian Features for Learning with Hyperbolic Space,False,0,False,0,Accept: poster,True
SjzFVSJUt8S,Replay Memory as An Empirical MDP: Combining Conservative Estimation with Experience Replay,False,0,False,0,Accept: poster,True
vouQcZS8KfW,Neural Causal Models for Counterfactual Identification and Estimation,False,0,False,0,Accept: poster,True
cRCEabpC5XQ,Connecting representation and generation via masked vision-language transformer,False,0,False,0,Reject,False
wXdEKf5mV6N,Is margin all you need? An extensive empirical study of active learning on tabular data,False,0,False,0,Reject,False
vCJ9-Ri-6xU,"Momentum Stiefel Optimizer, with Applications to Suitably-Orthogonal Attention, and Optimal Transport",False,0,False,0,Accept: poster,True
ZZCJv2biATn,Target Conditioned Representation Independence (TCRI); from Domain-Invariant to Domain-General Representations,False,0,True,1,Reject,False
gwPea8qxdzz,Multi-Task Option Learning and Discovery for Stochastic Path Planning,False,0,False,0,Reject,False
u_pS0sDr95-,MolEBM: Molecule Generation and Design by Latent Space Energy-Based Modeling,False,0,False,0,Reject,False
UvmDCdSPDOW,Information-Theoretic Diffusion,False,0,False,0,Accept: poster,True
Ry-cTiH_cus,Bandwith Enables Generalization in Quantum Kernel Models,False,0,False,0,Reject,False
-syx4GzWdTM,SpENCNN: Orchestrating Encoding and Sparsity for Fast Homomorphically Encrypted Neural Network Inference,False,0,False,0,Reject,False
_tfLpF9mFiq,No Pairs Left Behind: Improving Metric Learning with Regularized Triplet Objective,False,0,True,1,Reject,False
m1f8XUs-RQP,Minimal Value-Equivalent Partial Models for Scalable and Robust Planning in Lifelong Reinforcement Learning,False,0,False,0,Reject,False
m2OeuIGTJW-,Predictive Coding with Approximate Laplace Monte Carlo,False,0,False,0,Reject,False
GPJVuyX4p_h,SIMPLE: A Gradient Estimator for k-Subset Sampling,False,0,False,0,Accept: poster,True
W668diqwp4l,Transformers Implement First-Order Logic with Majority Quantifiers,False,0,False,0,Reject,False
yPMsKyrn5A-,Robustness Evaluation Using Local Substitute Networks,False,0,False,0,Reject,False
gLPkzWjdhBN,Learning Iterative Neural Optimizers for Image Steganography,False,0,False,0,Accept: poster,True
r_4nJuPpCh-,Graph Neural Networks as Multi-View Learning,False,0,False,0,Reject,False
gUL6zYN4Uaf,Cramming: Training a language model on a single GPU in one day,False,0,False,0,Reject,False
ntIq8Wm79G-,BertNet: Harvesting Knowledge Graphs from Pretrained Language Models,False,0,False,0,Reject,False
V-RDBWYf0go,How Hard is Trojan Detection in DNNs? Fooling Detectors With Evasive Trojans,False,0,False,0,Reject,False
UERcQuXlwy,Pix2Struct: Screenshot Parsing as Pretraining for Visual Language Understanding,False,0,True,1,Reject,False
Zeb5mTuqT5,Confidence-Conditioned Value Functions for Offline Reinforcement Learning,False,0,False,0,Accept: notable-top-5%,True
7NUTyhyQt9x,Current Anomaly Detectors are Anomalous: On Semantic Treatment of OOD Inputs,False,0,False,0,Reject,False
lwVwTjNwNl,FedX: Federated Learning for Compositional Pairwise Risk Optimization,False,0,False,0,Reject,False
hJqGbUpDGV,On the Sensitivity of Reward Inference to Misspecified Human Models,False,0,False,0,Accept: notable-top-5%,True
HVvqbDQdhW2,DeepDFA: Dataflow Analysis-Guided Efficient Graph Learning for Vulnerability Detection,False,0,False,0,Reject,False
x9tAJ3_N0k,Probability flow solution of the Fokker-Planck equation,False,0,True,1,Reject,False
lH1PV42cbF,Binding Language Models in Symbolic Languages,False,0,False,0,Accept: notable-top-25%,True
lgIPsrxrU7,Probabilistic Categorical Adversarial Attack and Adversarial Training,False,0,False,0,Reject,False
H3HcEJA2Um,Time Will Tell: New Outlooks and A Baseline for Temporal Multi-View 3D Object Detection,False,0,False,0,Accept: notable-top-5%,True
hAcApnx50F,Greedy Information Maximization for Online Feature Selection,False,0,False,0,Reject,False
l1tSyx67_J,Towards Fair Classification against Poisoning Attacks,False,0,False,0,Reject,False
1jDN-RfQfrb,Unveiling Transformers with LEGO: A Synthetic Reasoning Task,False,0,False,0,Reject,False
3aQs3MCSexD,"How Much Data Are Augmentations Worth?  An Investigation into Scaling Laws, Invariance, and Implicit Regularization",False,0,False,0,Accept: poster,True
ABqIh51jNQm,Spatial Reasoning Network for Zero-shot Constrained Scene Generation,False,0,False,0,Reject,False
qxRscesArBZ,Robust Graph Dictionary Learning,False,0,False,0,Accept: poster,True
5XrQ2mskPQz,Matrix factorization under the constraint of connectivity between observed and source data ~ Muscle synergy analysis based on connectivity between muscle and brain activities ~,False,0,False,0,Reject,False
gpmL0D4VjN4,Fundamental limits on the robustness of image classifiers,False,0,False,0,Accept: poster,True
vep-Hlmn0tc,Stochastic Constrained DRO with a Complexity Independent of Sample Size,False,0,False,0,Reject,False
Z4s73sJYQM,"Evolve Smoothly, Fit Consistently: Learning Smooth Latent Dynamics For Advection-Dominated Systems",False,0,False,0,Accept: notable-top-25%,True
hfaNXjEQB47,Dissecting adaptive methods in GANs,False,0,False,0,Reject,False
IskSBCo0-0,Recycling Scraps: Improving Private Learning by Leveraging Intermediate Checkpoints,False,0,False,0,Reject,False
cxCEOSF99f,Understanding Influence Functions and Datamodels via Harmonic Analysis,False,0,False,0,Accept: poster,True
Ovnwe_sDQW,BC-IRL: Learning Generalizable Reward Functions from Demonstrations,False,0,False,0,Accept: notable-top-25%,True
5tKXUZil3X,TextGrad: Advancing Robustness Evaluation in NLP by Gradient-Driven Optimization,False,0,False,0,Accept: poster,True
imIlOpuEsi,Robustness for Free: Adversarially Robust Anomaly Detection Through Diffusion Model,False,0,True,1,Reject,False
cPhfgGIbVfZ,ErrorAug: Making Errors to Find Errors in Semantic Segmentation,False,0,False,0,Reject,False
ED3WvUgu09,Kernel Regression with Infinite-Width Neural Networks on Millions of Examples,False,0,True,1,Reject,False
bQB6qozaBw,Information Plane Analysis for Dropout Neural Networks,False,0,False,0,Accept: poster,True
BgLTe3a4FO,Fed-Cor: Federated Correlation Test with Secure Aggregation,False,0,False,0,Reject,False
Su_HbZ0Sdz,Feasible Adversarial Robust Reinforcement Learning for Underspecified Environments,False,0,False,0,Reject,False
z9C5dGip90,Phase2vec: dynamical systems embedding with a physics-informed convolutional network,False,0,False,0,Accept: notable-top-25%,True
ySCL-NG_I3,Learning Harmonic Molecular Representations on Riemannian Manifold,False,0,False,0,Accept: poster,True
Hvcmr6FSIX8,When is Offline Hyperparameter Selection Feasible for Reinforcement Learning?,False,0,False,0,Reject,False
uvSQ8WhWHQ,Plansformer: Generating Multi-Domain Symbolic Plans using Transformers,True,1,True,3,Reject,False
eSQh8rG8Oa,Greedy Actor-Critic: A New Conditional Cross-Entropy Method for Policy Improvement,False,0,False,0,Accept: poster,True
IJn-rxhkZsN,VISION TRANSFORMER FOR MULTIVARIATE TIME- SERIES CLASSIFICATION (VITMTSC),True,1,False,0,Reject,False
-kAWfaLkPT3,Multi-Environment Pretraining Enables Transfer to Action Limited Datasets,False,0,False,0,Reject,False
cyg2YXn_BqF,Efficiently Controlling Multiple Risks with Pareto Testing,True,1,False,0,Accept: poster,True
UntYZBCdypc,Graph Mixup with Soft Alignments,False,0,False,0,Reject,False
p3UGLrWofT,CNN Compression and Search Using Set Transformations with Width Modifiers on Network Architectures,False,0,False,0,Reject,False
VBB4fh45HF,Learning Interpretable Dynamics from Images of a Freely Rotating 3D Rigid Body,False,0,False,0,Reject,False
aOBs18ycBr,NOTELA: A Generalizable Method for Source Free Domain Adaptation,False,0,False,0,Reject,False
loIfC8WHevK,Characteristic Neural Ordinary Differential Equation,False,0,False,0,Accept: poster,True
Loek7hfb46P,Fast Sampling of Diffusion Models with Exponential Integrator,False,0,False,0,Accept: poster,True
6dZqGFB8g-O,STay-On-the-Ridge (STON'R): Guaranteed Convergence to Local Minimax Equilibrium in Nonconvex-Nonconcave Games,False,0,False,0,Reject,False
Rpo9dvNlEYW,Federated Representation Learning via Maximal Coding Rate Reduction,False,0,False,0,Reject,False
Kn43SKplAn,3D Surface Reconstruction in the Wild by Deforming Shape Priors from Synthetic Data,False,0,False,0,Reject,False
1hKE9qjvz-,gDDIM: Generalized denoising diffusion implicit models,False,0,False,0,Accept: notable-top-25%,True
A9WQaxYsfx,Panning for Gold in Federated Learning: Targeted Text Extraction under Arbitrarily Large-Scale Aggregation,False,0,False,0,Accept: poster,True
dBk3hsg-n6,Artificial Neuronal Ensembles with Learned Context Dependent Gating,False,0,False,0,Accept: poster,True
He7UIpiEq_O,Linkless Link Prediction via Relational Distillation,False,0,False,0,Reject,False
2_B-eiVbgBs,A Differentiable Loss Function for Learning Heuristics in A*,False,0,False,0,Reject,False
k09v6oRxQPq,Understanding Multi-Task Scaling in Machine Translation,False,0,False,0,Reject,False
rGeZuBRahju,Learning Language Representations with Logical Inductive Bias,False,0,False,0,Accept: poster,True
UXPrt1ffxYD,AsymQ: Asymmetric Q-loss to mitigate overestimation bias in off-policy reinforcement learning,False,0,False,0,Reject,False
BxXXPvrL1Pg,Movement-to-Action Transformer Networks for Temporal Action Proposal Generation,False,0,True,1,Reject,False
LUQ2Csy_LUm,INSPIRE: A Framework for Integrating Individual User Preferences in Recourse,False,0,False,0,Reject,False
Dzmd-Cc8OI,How Does Semi-supervised Learning with Pseudo-labelers Work? A Case Study,False,0,False,0,Accept: poster,True
Lnxl5pr018,Empowering Graph Representation Learning with Test-Time Graph Transformation,True,1,False,0,Accept: poster,True
HJFVrpCaGE,Provable Robustness against Wasserstein Distribution Shifts via Input Randomization,False,0,False,0,Accept: poster,True
EFTpmFg9cb,GROOT: Corrective Reward Optimization for Generative Sequential Labeling,True,1,True,2,Reject,False
YtntjusJV6,Interpretations of Domain Adaptations via Layer Variational Analysis,False,0,False,0,Accept: poster,True
goLFJ0ZNwl,Forget Unlearning: Towards True Data-Deletion in Machine Learning,False,0,False,0,Reject,False
xTWoeTdHgH-,Evaluating Unsupervised Denoising Requires Unsupervised Metrics,False,0,False,0,Reject,False
8pvnfTAbu1f,Denoising Diffusion Samplers,True,1,True,2,Accept: poster,True
_nF5imFKQI,How I Learned to Stop Worrying and Love Retraining,False,0,False,0,Accept: poster,True
ZS8L3Fbv-L,The Value of Out-of-distribution Data,False,0,False,0,Reject,False
GAGpLgWAWX,Factors Influencing Generalization in Chaotic Dynamical Systems,True,1,False,0,Reject,False
6u7mf9s2A9,Interpretable Geometric Deep Learning via Learnable Randomness Injection,False,0,False,0,Accept: poster,True
wyjAf9GPD_,Koopman Operator Learning for Accelerating Quantum Optimization and Machine Learning,False,0,False,0,Reject,False
fPVRcJqspu,GOGGLE: Generative Modelling for Tabular Data by Learning Relational Structure,False,0,False,0,Accept: poster,True
_TbyZ0OxvC,A Reproducible and Realistic Evaluation of Partial Domain Adaptation Methods,False,0,False,0,Reject,False
UJTgQBc91_,Progressive Prompts: Continual Learning for Language Models,False,0,False,0,Accept: poster,True
zHSaBQtj-l,Differentiable Rendering with Reparameterized Volume Sampling,False,0,False,0,Reject,False
_qVhsWyWB9,"Deep Learning From Crowdsourced Labels: Coupled Cross-Entropy Minimization, Identifiability, and Regularization",False,0,False,0,Accept: poster,True
gL68u5UuWa,Maximum Likelihood Learning of Energy-Based Models for Simulation-Based Inference,False,0,False,0,Reject,False
ctLFd1-gHJ,Just Avoid Robust Inaccuracy: Boosting Robustness Without Sacrificing Accuracy,False,0,False,0,Reject,False
yEsj8pGNl1,Projective Proximal Gradient Descent for Nonconvex Nonsmooth Optimization: Fast Convergence Without Kurdyka-Lojasiewicz (KL) Property,False,0,False,0,Accept: poster,True
7wrq3vHcMM,First Steps Toward Understanding the Extrapolation of Nonlinear Models to Unseen Domains,False,0,False,0,Accept: poster,True
erHaiO9gz3m,A Kernel-Based View of Language Model Fine-Tuning,False,0,False,0,Reject,False
-Yzz6vlX7V-,Compositionality with Variation Reliably Emerges in Neural Networks,False,0,False,0,Accept: poster,True
k8_yVW3Wqln,Systematic Rectification of Language Models via Dead-end Analysis,False,0,False,0,Accept: poster,True
1P8eOmWgdk,Model-free Reinforcement Learning that Transfers Using Random Reward Features,False,0,False,0,Reject,False
8efJYMBrNb,Multiple sequence alignment as a sequence-to-sequence learning problem,False,0,False,0,Accept: poster,True
NGv_ui-1wz,Fair Graph Message Passing with Transparency,False,0,False,0,Reject,False
IPrzNbddXV,FedExP: Speeding Up Federated Averaging via Extrapolation,False,0,False,0,Accept: notable-top-25%,True
lgYzzQ0fX5D,Graph Neural Networks Are More Powerful Than we Think,False,0,False,0,Reject,False
4FBUihxz5nm,A Mixture-of-Expert Approach to RL-based Dialogue Management,False,0,False,0,Accept: poster,True
iBdwKIsg4m,f-DM: A Multi-stage Diffusion Model via Progressive Signal Transformation,False,0,True,1,Accept: poster,True
p4X5ZrM2AY,An Empirical Study of the Neural Contextual Bandit Algorithms,False,0,False,0,Reject,False
nIMifqu2EO,"Backpropagation at the Infinitesimal Inference Limit of Energy-Based Models: Unifying Predictive Coding, Equilibrium Propagation, and Contrastive Hebbian Learning",False,0,False,0,Accept: poster,True
ZCTvSF_uVM4,A Theoretical Framework for Inference and Learning in Predictive Coding Networks,False,0,False,0,Accept: poster,True
U086TJFWy4p,Causally-guided Regularization of Graph Attention improves Generalizability,False,0,False,0,Reject,False
MGnPyYQ2QAA,On a Benefit of Masked Language Model Pretraining: Robustness to Simplicity Bias,False,0,False,0,Reject,False
TwCGI3rVddj,FLGAME: A Game-theoretic Defense against Backdoor Attacks In Federated Learning,True,1,True,1,Reject,False
JLINxPOVTh7,The Onset of Variance-Limited Behavior for Networks in the Lazy and Rich Regimes,False,0,False,0,Accept: poster,True
1C6nCCaRe6p,A Simple Approach for Visual Room Rearrangement: 3D Mapping and Semantic Search,False,0,False,0,Accept: poster,True
RZT4uwbZ5qr,Memory Efficient Dynamic Sparse Training,False,0,False,0,Reject,False
yRkNJh5WgRE,Accelerated Training via Principled Methods for Incrementally Growing Neural Networks,False,0,False,0,Reject,False
H7M_5K5qKJV,Progressive Mix-Up for Few-Shot Supervised Multi-Source Domain Transfer,True,1,False,0,Accept: poster,True
Jzliv-bxZla,Mitigating Propagation Failures in PINNs using Evolutionary Sampling,False,0,True,2,Reject,False
2PI2EKASh_Z,Revisiting Information-Based Clustering with Pseudo-Posterior Models,False,0,True,1,Reject,False
F8VKQyDgRVj,Neural Compositional Rule Learning for Knowledge Graph Reasoning,False,0,False,0,Accept: poster,True
YnPpdxEcZbi,Temporal Change Sensitive Representation for Reinforcement Learing,False,0,False,0,Reject,False
49N06mWPFUm,Provably Efficient Reinforcement Learning for Online Adaptive Influence Maximization,True,1,False,0,Reject,False
XC_yGI-0j9,Efficient approximation of neural population structure and correlations with probabilistic circuits,False,0,False,0,Accept: poster,True
4cOfD2qL6T,Exploring perceptual straightness in learned visual representations,False,0,False,0,Accept: poster,True
X4Jj-SmWX_i,Improving Subgraph Representation Learning via Multi-View Augmentation,True,1,False,0,Reject,False
nBi2tQ_Wba,"System identification of neural systems: If we got it right, would we know?",False,0,False,0,Reject,False
dL35lx-mTEs,Is Forgetting Less a Good Inductive Bias for Forward Transfer?,False,0,False,0,Accept: poster,True
Ke2uzCpFcP0,High-Precision Regressors for Particle Physics,True,1,False,0,Reject,False
7J-30ilaUZM,Learning Structured Representations by Embedding Class Hierarchy,False,0,False,0,Accept: poster,True
gmL46YMpu2J,Promptagator: Few-shot Dense Retrieval From 8 Examples,False,0,False,0,Accept: poster,True
mCmerkTCG2S,Brain-like representational straightening of natural movies in robust feedforward neural networks,False,0,False,0,Accept: poster,True
BT4N_v7CLrk,FunkNN: Neural Interpolation for Functional Generation,False,0,False,0,Accept: poster,True
K1CNgCJtLLr,CrystalBox: Efficient Model-Agnostic Explanations for Deep RL Controllers,False,0,False,0,Reject,False
aCuFa-RRqtI,Label Propagation with Weak Supervision,False,0,False,0,Accept: poster,True
4TyNEhI2GdN,TypeT5: Seq2seq Type Inference using Static Analysis,False,0,True,3,Accept: poster,True
bth6XbnDmib,Approximating any Function via Coreset for Radial Basis Functions: Towards Provable Data Subset Selection For Efficient Neural Networks training,False,0,False,0,Reject,False
nQBQByfLeSC,Axiomatic Explainer Locality With Optimal Transport,False,0,False,0,Reject,False
2x8EKbGU51k,Fine-Tuning Offline Policies With Optimistic Action Selection,False,0,False,0,Reject,False
fJY2iCssvIs,Improving the Strength of Human-Like Models in Chess,False,0,False,0,Reject,False
IrzkT99fDJH,AGRO: Adversarial discovery of error-prone Groups for Robust Optimization,False,0,True,2,Accept: poster,True
d8tJcOxnzF9,Learning Multiobjective Program Through Online Learning,False,0,False,0,Reject,False
DEGjDDV22pI,Dichotomy of Control: Separating What You Can Control from What You Cannot,False,0,False,0,Accept: notable-top-5%,True
sE-9hkZL5wV,Progressive Knowledge Distillation:  Constructing Ensembles for Efficient Inference,True,2,False,0,Reject,False
KaKXygtEGK,Efficient Approximations of Complete Interatomic Potentials for Crystal Property Prediction,False,0,False,0,Reject,False
2b2s9vd7wYv,LogicDP: Creating Labels for Graph Data via Inductive Logic Programming,False,0,False,0,Accept: poster,True
vSsnEd0Jmou,Simulating Environments for Evaluating Scarce Resource Allocation Policies,False,0,False,0,Reject,False
3BOwNcqM_Wq,Learning to reason with relational abstractions,False,0,True,1,Reject,False
rtTHBnBx4vO,A Simple Approach for State-Action Abstraction using a Learned MDP Homomorphism,False,0,False,0,Reject,False
uGEBxC8dnEh,RankMe: Assessing the Downstream Performance of Pretrained Self-Supervised Representations by Their Rank,False,0,True,1,Reject,False
j3GK3_xZydY,Revisiting Intrinsic Reward for Exploration in Procedurally Generated Environments,False,0,True,1,Accept: poster,True
4hsI9zyNSfw,Online Learning for Obstacle Avoidance,False,0,False,0,Reject,False
TdBaDGCpjly,Transformer-based World Models Are Happy With 100k Interactions,False,0,False,0,Accept: poster,True
HVoJCRLByVk,Can Neural Networks Learn Implicit Logic from Physical Reasoning?,False,0,False,0,Accept: poster,True
uXeEBgzILe5,Blockwise self-supervised learning with Barlow Twins,False,0,False,0,Reject,False
OYKIo3ySkxA,DIGEST: FAST AND COMMUNICATION EFFICIENT DECENTRALIZED LEARNING WITH LOCAL UPDATES,False,0,False,0,Reject,False
935WW9F8ALr,Learning to Improve Code Efficiency,False,0,False,0,Reject,False
35QyoZv8cKO,ESCHER: Eschewing Importance Sampling in Games by Computing a History Value Function to Estimate Regret,False,0,False,0,Accept: poster,True
fVm3nZMZs9,On Achieving Optimal Adversarial Test Error,False,0,False,0,Accept: poster,True
Frt6LTRFhui,General Policy Evaluation and Improvement by Learning to Identify Few But Crucial States,False,0,False,0,Reject,False
T-qVtA3pAxG,Serving Graph Compression for Graph Neural Networks,False,0,False,0,Accept: notable-top-25%,True
UcKEodTPtfI,Optimal Data Sampling for Training Neural Surrogates of Programs,False,0,False,0,Reject,False
FJXf1FXN8C,Towards Understanding GD with Hard and Conjugate Pseudo-labels for Test-Time Adaptation,False,0,False,0,Accept: poster,True
krFbWKl3Sz,Achieving Communication-Efficient Policy Evaluation for Multi-Agent Reinforcement Learning: Local TD-Steps or Batching?,False,0,False,0,Reject,False
en9V5F8PR-,Learning where and when to reason in neuro-symbolic inference,False,0,False,0,Accept: notable-top-5%,True
ngCT1EelZk,Aging with GRACE: Lifelong Model Editing with Key-Value Adaptors,False,0,True,1,Reject,False
6QkjC_cs03X,A VAE for Transformers with Nonparametric Variational Information Bottleneck,False,0,False,0,Accept: poster,True
Cs3r5KLdoj,"Learning MLPs on Graphs: A Unified View of Effectiveness, Robustness, and Efficiency",False,0,False,0,Accept: notable-top-25%,True
Fh97BDaR6I,On The Specialization of Neural Modules,False,0,True,3,Accept: poster,True
