paper_id,title,has_demand,demand_count,has_compliance,compliance_count,decision,acceptance
BpDa4YTKtO,Robust Locally Differentially Private Graph Analysis,False,0,False,0,Reject,False
Ivk2j3uRYh,Random Graph Asymptotics for Treatment Effect Estimation in Two-Sided Markets,False,0,False,0,Reject,False
mkDam1xIzW,Probabilistic Geometric Principal Component Analysis with application to neural data,True,1,False,0,Accept (Spotlight),True
dkrEoT68by,Gaussian Splatting Lucas-Kanade,False,0,False,0,Accept (Poster),True
eM5dar35Ys,End-to-End Reinforcement Learning for Traffic Signal Control: Real-Time Video to Signal Decisions,False,0,False,0,,
OlRjxSuSwl,Beyond Content Relevance: Evaluating Instruction Following in Retrieval Models,False,0,False,0,Accept (Poster),True
L5godAOC2z,RobustKV: Defending Large Language Models against Jailbreak Attacks via KV Eviction,False,0,False,0,Accept (Poster),True
rvvSSmGIFS,From Probability to Counterfactuals: the Increasing Complexity of Satisfiability in Pearl's Causal Hierarchy,False,0,False,0,Accept (Poster),True
0aaaM31hLB,Learning Symmetries through Loss Landscape,True,1,False,0,Reject,False
bnINPG5A32,RB-Modulation: Training-Free Stylization using Reference-Based Modulation,False,0,False,0,Accept (Oral),True
EIXZXPz7jU,FMS PINN: Flow-matching sampling for efficient solution of partial differential equations with source singularities,False,0,False,0,Reject,False
4JZ56UVJYf,CocoRNA: Collective RNA Design with Cooperative Multi-agent Reinforcement Learning,False,0,False,0,Reject,False
SIuD7CySb4,High-Dimensional Bayesian Optimisation with Gaussian Process Prior Variational Autoencoders,False,0,False,0,Accept (Poster),True
AnPEfzBstD,Dimension Debate: Is 3D a Step Too Far for Optimizing Molecules?,False,0,False,0,Reject,False
CblmtAxrRg,DeFine: Enhancing LLM Decision-Making with Factor Profiles and Analogical Reasoning,False,0,False,0,Reject,False
gY08Ou8EL7,LIFe-GoM: Generalizable Human Rendering with Learned Iterative Feedback Over Multi-Resolution Gaussians-on-Mesh,True,1,False,0,Accept (Poster),True
cif0JVXJ3b,Qualifying Knowledge and Knowledge Sharing in Multilingual Models,False,0,False,0,Reject,False
bYsieh8LE2,ULoRA: Universal Low-Rank Adaptation of Diverse Deep Learning Architectures,False,0,False,0,,
uuCgIHqxpr,Real-World Data and Calibrated Simulation Suite for Offline Training of Reinforcement Learning Agents to Optimize Energy and Emission in Buildings for Environmental Sustainability,False,0,False,0,Reject,False
00SnKBGTsz,DataEnvGym: Data Generation Agents in Teacher Environments with Student Feedback,False,0,False,0,Accept (Spotlight),True
9wjGUN65tY,From Steering Vectors to Conceptors and Beyond: Compositional Affine Steering Mechanisms for LLMs,True,1,False,0,,
MxbEiFRf39,NNsight and NDIF: Democratizing Access to Open-Weight Foundation Model Internals,False,0,True,2,Accept (Poster),True
rK0YJwL69S,Protecting against simultaneous data poisoning attacks,False,0,True,1,Accept (Poster),True
UNlyhyyuCs,How Can LLM Guide RL? A Value-Based Approach,False,0,False,0,,
tC1b9DBWww,Person Detection Through the Lens of Algorithmic Bias,False,0,False,0,Reject,False
BZr41xSleC,Rethinking Message Passing for Algorithmic Alignment on Graphs,True,1,False,0,Reject,False
hXm0Wu2U9K,Correcting the Mythos of KL-Regularization: Direct Alignment without Overoptimization via Chi-Squared Preference Optimization,False,0,False,0,Accept (Spotlight),True
GOjr2Ms5ID,Cascaded Learned Bloom filter for Optimal Model-Filter Size Balance and Fast Rejection,False,0,False,0,Reject,False
8r8H4gbFXf,Uncertainty Quantification in Retrieval Augmented Question Answering,False,0,True,1,Reject,False
0OzDMjPHa3,Efficient Visualization of Implicit Neural Representations via Weight Matrix Analysis,True,1,False,0,Reject,False
S2WUJUETyc,Integrating Distributed Acoustic Sensing and PINN Frameworks for Enhanced Indoor Sound Source Localization,False,0,False,0,Reject,False
zzR1Uskhj0,High Probability Bounds for Cross-Learning Contextual Bandits with Unknown Context Distributions,False,0,False,0,Reject,False
n87wrNlcJu,AutoRegressive Knowledge Base Completion,True,1,False,0,Reject,False
uNomADvF3s,Lift Your Molecules: Molecular Graph Generation in Latent Euclidean Space,True,1,False,0,Accept (Poster),True
TUvg5uwdeG,Neural Sampling from Boltzmann Densities: Fisher-Rao Curves in the Wasserstein Geometry,False,0,False,0,Accept (Poster),True
yYxEFC3Ep4,Where Do Images Come From? Analyzing Captions to Geographically Profile Datasets,False,0,False,0,Reject,False
ZxZabvtLwV,ProtEx: A Retrieval-Augmented Approach for Protein Function Prediction,False,0,True,1,Reject,False
hPWWXpCaJ7,GEVRM: Goal-Expressive Video Generation Model For Robust Visual Manipulation,False,0,True,1,Accept (Poster),True
4l3AH8Bhmt,Revealing and Mitigating Over-Attention in Knowledge Editing,False,0,False,0,Accept (Poster),True
xoW1Cb4MkP,ANYTEXT2: Visual Text Generation and Editing with Customizable Attributes,False,0,False,0,,
pCj2sLNoJq,A Generalist Hanabi Agent,True,1,True,2,Accept (Poster),True
d9aWa875kj,Exact Certification of (Graph) Neural Networks Against Label Poisoning,False,0,True,1,Accept (Spotlight),True
0iXfS9Smqf,Learning through experience:Episodic memory representation for cognitive agents,False,0,False,0,Reject,False
LnKDcqOfgy,Rate/Distortion Constrained Model Quantization for Efficient Storage and Inference,False,0,False,0,Reject,False
vKL1i2p5Xr,Text as Any-Modality for Zero-shot Classification by Consistent Prompt Tuning,False,0,False,0,Reject,False
u8y7wYYs2D,Dynamic Taylor Convolutional Neural Network for Few-Shot Point Cloud Semantic Segmentation,True,1,False,0,,
fXkoROek1M,Avoiding mode collapse in diffusion models fine-tuned with reinforcement learning,False,0,False,0,Reject,False
jpypMKAsO6,GridAgent: A 2D Grid-Based Game Framework And Benchmark For Multimodal Large Language Models,False,0,True,2,Reject,False
YONCcPQJoC,Integrating Planning into Single-Turn Long-Form Text Generation,False,0,False,0,Reject,False
AM4AT2MyXQ,SepNorm: Generalization of Lion and Normalised Gradient Methods,True,1,False,0,Reject,False
UeHunlny77,L-CiteEval: Do Long-Context Models Truly Leverage Context for Responding?,False,0,False,0,,
ZdqdWiRRwR,Confounder-Free Continual Learning via Recursive Feature Normalization,False,0,False,0,,
i2Ul8WIQm7,Evaluating Privacy Risks of Parameter-Efficient Fine-Tuning,False,0,False,0,Reject,False
hFQZmKFtlT,Rethinking Memorization in LLMs: On Learning by Rote vs. with Understanding,False,0,False,0,Reject,False
5RUM1aIdok,GraphEval: A Lightweight Graph-Based LLM Framework for Idea Evaluation,False,0,False,0,Accept (Poster),True
bWc6O8QSyp,SFi-Former: Sparse Flow induced Attention for Graph Transformer,False,0,False,0,,
8FxELTdwJR,Hyperparameters in Continual Learning: A Reality Check,False,0,False,0,,
4ymHtDAlBv,Fast Salient Factor Concentration (FSFC) Recurrent Neural Network for Text Classification,False,0,False,0,,
0quBGOPP5V,Deep ECG-Report Interaction Framework for Cross-Modal Representation Learning,False,0,False,0,,
cwuSAR7EKd,Modeling Future Conversation Turns to Teach LLMs to Ask Clarifying Questions,False,0,False,0,Accept (Poster),True
1ExfUpmIW4,Towards Robust and Parameter-Efficient Knowledge Unlearning for LLMs,False,0,True,2,Accept (Poster),True
XYK1eGjahp,Can Transformers Reason Logically? A Study in SAT Solving,False,0,False,0,Reject,False
SpXd4dA5Ty,Unifying Generative and Dense Retrieval for Sequential Recommendation,True,1,False,0,Reject,False
9AtlhmFVDi,Transformers trained on proteins can learn to attend to Euclidean distance,True,1,False,0,Reject,False
Zk9guOl9NS,What Makes Large Language Models Reason in (Multi-Turn) Code Generation?,False,0,False,0,Accept (Poster),True
FSlfoBIctk,LOGO --- Long cOntext aliGnment via efficient preference Optimization,True,1,False,0,Reject,False
lBxJH2aTJr,Inverse Entropic Optimal Transport Solves Semi-supervised Learning via Data Likelihood Maximization,False,0,True,3,Reject,False
kmgrlG9TR0,RMB: Comprehensively benchmarking reward models in LLM alignment,False,0,False,0,Accept (Poster),True
r7wMVdGFro,The Canary’s Echo: Auditing Privacy Risks of LLM-Generated Synthetic Text,False,0,True,1,Reject,False
44hcrfzydU,FedTMOS: Efficient One-Shot Federated Learning with Tsetlin Machine,False,0,False,0,Accept (Poster),True
AmEgWDhmTr,From Sparse Dependence to Sparse Attention: Unveiling How Chain-of-Thought Enhances Transformer Sample Efficiency,False,0,False,0,Accept (Poster),True
fjEZ2LPceZ,CS-Bench: A Comprehensive Benchmark for Large Language Models towards Computer Science Mastery,False,0,False,0,Accept (Poster),True
55EO8gSCBT,Experimental Design for Nonstationary Optimization,False,0,True,1,Reject,False
RxQOKupaui,Towards Optimal Adapter Placement for Efficient Transfer Learning,False,0,False,0,Reject,False
tsfR7JCwTf,Certified Robustness to Clean-label Poisoning Using Diffusion Denoising,False,0,False,0,,
8OrXrdPbef,FLAG: Clustered Federated Learning Combining Data and Gradient Information in Heterogeneous Settings,False,0,False,0,Reject,False
4F1a8nNFGK,Context is Key: A Benchmark for Forecasting with Essential Textual Information,False,0,False,0,Reject,False
NOfmlsnCsS,Teach Multimodal LLMs to Comprehend Electrocardiographic Images,False,0,False,0,,
PqiDHCLkB9,"Characterizing trainability, expressivity, and generalization of neural architecture with metrics from neural tangent kernel",False,0,False,0,,
LTdtyzPQoZ,The Case for Gradual Structured Pruning in Image-based Deep Reinforcement Learning,False,0,True,3,Reject,False
254NJe9JEw,A deep inverse-mapping model for a flapping robotic wing,False,0,False,0,Accept (Poster),True
NWb128pSCb,Evaluating Semantic Variation in Text-to-Image Synthesis: A Causal Perspective,False,0,False,0,Accept (Poster),True
xQIJ5fjc7q,DAG-Jailbreak: Enhancing Black-box Jailbreak Attacks and Defenses through DAG Dependency Analysis,False,0,False,0,Reject,False
ZP1HqLus4y,CONTINUAL FINITE-SUM MINIMIZATION UNDER THE POLYAK-ŁOJASIEWICZ CONDITION,False,0,False,0,Reject,False
uD2yx2TR7S,Vocabulary-Defined Semantics: Latent Space Clustering for Improving In-Context Learning,False,0,False,0,Reject,False
JslyktsKMY,Reevaluating Theoretical Analysis Methods for Optimization in Deep Learning,False,0,False,0,,
eU39PDsZtT,GraphRouter: A Graph-based Router for LLM Selections,False,0,False,0,Accept (Poster),True
8sfc8MwG5v,CONDA: Adaptive Concept Bottleneck for Foundation Models Under Distribution Shifts,False,0,False,0,Accept (Poster),True
EW6bNEqalF,Offline RL in Regular Decision Processes: Sample Efficiency via Language Metrics,False,0,False,0,Accept (Poster),True
B7eHRsuTSh,Revisiting Noise Resilience Strategies in Gesture Recognition: Short-Term Enhancement in Surface Electromyographic Signal Analysis,True,1,False,0,Reject,False
MJNywBdSDy,Think while You Generate: Discrete Diffusion with Planned Denoising,True,2,True,2,Accept (Poster),True
b5CEjE4zyL,Neural Networks Decoded: Targeted and Robust Analysis of Neural Network Decisions via Causal Explanations and Reasoning,False,0,False,0,Reject,False
tdfHABLdxR,Constrained Skill Discovery: Quadruped Locomotion with Unsupervised Reinforcement Learning,False,0,True,1,Reject,False
SkDNQbMQba,"Thought-Retriever: Don’t Just Retrieve Raw Data, Retrieve Thoughts",False,0,False,0,,
CscKx97jBi,Improve Code Generation with Feedback,True,1,False,0,Reject,False
MHmsJS6YHQ,Interpolate: How Resetting Active Neurons can also improve Generalizability in Online Learning,True,1,False,0,Reject,False
ilbxbOHk7a,Best-of-Both-Worlds Policy Optimization for CMDPs with Bandit Feedback,False,0,False,0,Reject,False
bEvI30Hb2W,LVM-NET: Efficient Long-Form Video Reasoning using neural sampling,True,1,False,0,Reject,False
SDjCRmuaDS,MolMiner: Transformer architecture for fragment-based autoregressive generation of molecular stories,False,0,True,2,Reject,False
SIdA3s754H,Context-Aware Online Recommendation with Bayesian Incentive Compatibility,True,1,False,0,,
7xCSK9BLPy,Better Instruction-Following Through Minimum Bayes Risk,False,0,False,0,Accept (Spotlight),True
o10clUzFRH,Rényi Regularised Reinforcement Learning,True,1,False,0,,
C7XoUdJ5ZC,FLAIR: FEDERATED LEARNING WITH AUGMENTED AND IMPROVED FEATURE REPRESENTATIONS,False,0,False,0,,
EHhLLmDvtE,Subtle Errors Matter: Preference Learning via Error-injected Self-editing,False,0,True,1,Reject,False
xOZYU67EKL,MMD-NSL: Mixed Multinomial Distribution-based Neuro-Symbolic Learning,False,0,False,0,Reject,False
kF3tNnhkvX,Language Model Merging in Iterative Preference Learning,False,0,False,0,,
kTjEPEy96Q,Evaluating the Unseen: A Novel Framework for Assessing Unsupervised Concept Bottleneck Models,False,0,False,0,,
SmxM4POTBk,IntGrad MT: Enhancing LLMs' Machine Translation Capabilities with Sentence Interpolation Guided Gradual MT,False,0,True,1,Reject,False
rEqETC88RY,LLM Bandit: Cost-Efficient LLM Generation via Preference-Conditioned Dynamic Routing,False,0,False,0,Reject,False
rBAnJed1iY,A Provably Robust Algorithm for Differentially Private Clustered Federated Learning,False,0,True,1,Reject,False
ZjOXuAfS6l,Complexity Lower Bounds of Adaptive Gradient Algorithms for Non-convex Stochastic Optimization under Relaxed Smoothness,False,0,True,1,Accept (Poster),True
zCxGCdzreM,Kinetix: Investigating the Training of General Agents through Open-Ended Physics-Based Control Tasks,False,0,True,2,Accept (Oral),True
tYVmxoRps3,IS TRANSFORMER A STOCHASTIC PARROT? A CASE STUDY IN SIMPLE ARITHMETIC TASK,True,1,False,0,,
BnYJdouhkp,Promptus: Representing Real-World Video as Stable Diffusion Prompts for Video Streaming,True,1,False,0,,
4YpMrGfldX,Scaling Transformers for Low-Bitrate High-Quality Speech Coding,False,0,False,0,Accept (Poster),True
jzneu6AO2x,Riemannian Optimization for Hyperbolic Prototypical Networks,False,0,False,0,,
lMcoxeMYYw,PREDICTING 3D STRUCTURE BY LATENT POSTERIOR SAMPLING,False,0,False,0,Reject,False
3YQYo1O01W,Insight Over Sight? Exploring the Vision-Knowledge Conflicts in Multimodal LLMs,True,1,False,0,,
O0z4mkjl7i,On Understanding of the Dynamics of Model Capacity in Continual Learning,False,0,False,0,Reject,False
6DkpewPCcO,SENSEI: Semantic Exploration Guided by Foundation Models to Learn Versatile World Models,True,1,False,0,Reject,False
yhmVrA8W0v,The Convergence of Second-Order Sampling Methods for Diffusion Models,False,0,False,0,Reject,False
a4PBF1YInZ,VT-PLUG: Integrating Visual Task Plugins with Unified Instruction Tuning,False,0,False,0,,
6E8GCcCgxl,Eidetic Learning: an Efficient and Provable Solution to Catastrophic Forgetting,False,0,False,0,,
MJWJoICJQh,Safety-Advanced Autonomous Driving for Urgent Hazardous Situations using Q-Compared Soft Actor-Critic,True,1,False,0,,
EJTeOf8iG0,EEEC: Emotion-Experiencer-Event-Cause multi-step chain reasoning for Emotion-Cause Pair Extraction,True,1,False,0,,
VJgCp60WtL,Optimizing Latent Goal by Learning from Trajectory Preference,False,0,False,0,Reject,False
sVBnGcbkkM,RILe: Reinforced Imitation Learning,True,1,False,0,Reject,False
mtmqwhQiaG,Canonic Signed Spike Coding for Efficient Spiking Neural Networks,False,0,True,2,Reject,False
ajxAJ8GUX4,Learning Geometric Reasoning Networks For Robot Task And Motion Planning,False,0,True,1,Accept (Poster),True
x1SfON9HvT,Diffusion Modulation via Environment Mechanism Modeling for Planning,False,0,False,0,Reject,False
ZLAQ6Pjf9y,An X-Ray Is Worth 15 Features: Sparse Autoencoders for Interpretable Radiology Report Generation,False,0,True,1,Reject,False
DaUsIJe2Az,Continual Learning via Continual Weighted Sparsity and Meta-Plasticity Scheduling,False,0,False,0,Reject,False
9DK6GI0YN2,Graph GOSPA Similarity Function for Gaussian Process Regression on Graphs,False,0,False,0,,
xhtqgW5b93,ToMA: Token Merging with Attention For Diffusion Models,False,0,False,0,Reject,False
zkMRmW3gcT,Elucidating the Design Space of Language Models for Image Generation,False,0,False,0,Reject,False
ZaudLwn0Hm,Prototypical evoluation for few-shot learning in vision-language model adaptation,False,0,False,0,,
ZT33ACedmn,LLM-ABBA: Fine-Tuning Large Language Models For Time Series Using Symbolic Approximation,True,1,False,0,,
yrf5RmaHfG,JuxtAlign:  A Foundational Analysis on Alignment of Certified Reinforcement Learning,False,0,False,0,Reject,False
lLkgj7FEtZ,Differentially Private Steering for Large Language Model Alignment,False,0,True,1,Accept (Poster),True
9XETcRsufZ,Mixture of Parrots: Experts improve memorization more than reasoning,False,0,False,0,Accept (Poster),True
j4PXHRmA88,A Trajectory Probability Network for City-Scale Road Volume Prediction,False,0,False,0,Reject,False
6Vl9Uvxocp,Evolution guided generative flow networks,False,0,False,0,,
jK5r1HBfym,Regularized Distribution Matching Distillation for One-step Unpaired Image-to-Image Translation,False,0,False,0,Reject,False
EpnZEzYDUT,Efficient Multi-agent Offline Coordination via Diffusion-based Trajectory Stitching,False,0,False,0,Accept (Poster),True
Vi1PJjvEdh,Can I Understand What I Create? Self-Knowledge Evaluation of Large Language Models,False,0,False,0,Reject,False
qmodrqswtF,Concept-driven Off Policy Evaluation,False,0,False,0,Reject,False
d4gu2XgccF,MEMREASONER: A MEMORY-AUGMENTED LANGUAGE MODEL ARCHITECTURE FOR MULTI-HOP REASONING,False,0,False,0,Reject,False
ZuU4mZILBB,Deep Learning for Protein-Ligand Docking: Are We There Yet?,False,0,False,0,,
0BujOfTqab,AdvWave: Stealthy Adversarial Jailbreak Attack against Large Audio-Language Models,False,0,True,1,Accept (Poster),True
HqLHY4TzGj,Union-over-Intersections: Object Detection beyond Winner-Takes-All,False,0,False,0,Accept (Spotlight),True
04RLVxDvig,NanoMoE: Scaling Mixture of Experts to Individual Layers for Parameter-Efficient Deep Learning,False,0,False,0,Reject,False
WHtNc5kX1v,Latent Boost: Leveraging Latent Space Distance Metrics to Augment Classification Performance,False,0,False,0,,
rcmhydaEJp,Flow-based imputation of small data,False,0,False,0,Reject,False
CuupjjjT3U,Towards Simple and Provable Parameter-Free Adaptive Gradient Methods,False,0,True,2,Reject,False
WNvvwK0tut,Scaling up Masked Diffusion Models on Text,False,0,False,0,Accept (Poster),True
KRnsX5Em3W,LLMs Know More Than They Show: On the Intrinsic Representation of LLM Hallucinations,True,1,False,0,Accept (Poster),True
KzSGJy1PIf,Selective Unlearning via Representation Erasure Using Domain Adversarial Training,False,0,False,0,Accept (Poster),True
lydPkW4lfz,Local Steps Speed Up Local GD for Heterogeneous Distributed Logistic Regression,True,1,True,2,Accept (Poster),True
hNjCVVm0EQ,MamKO: Mamba-based Koopman operator for modeling and predictive control,False,0,False,0,Accept (Spotlight),True
uwzyMFwyOO,Learning Latent Graph Structures and their Uncertainty,False,0,False,0,Reject,False
JOHhktXd4a,Make the Pertinent Salient: Task-Relevant Reconstruction for Visual Control with Distractions,False,0,True,1,Reject,False
saFH7zTtQs,Learning Linear Dynamical Systems with Sparse System Matrices,False,0,False,0,Reject,False
zV2cgXk2aY,Sentinel: Multi-Patch Transformer with Temporal and Channel Attention for Time Series Forecasting,False,0,False,0,Reject,False
V5ns6uvRZ9,Robustness Auditing for Linear Regression: To Singularity and Beyond,False,0,False,0,Accept (Poster),True
wsb9GNh1Oi,Learning Multiple Initial Solutions to Optimization Problems,False,0,False,0,Reject,False
B6xUlbgP7j,BRAIN: Behavioral Responses and Artificial Intelligence Neural-Modeling for Consumer Decision-Making,False,0,False,0,Reject,False
kMz43DyCKA,Playing For You: Text Prompt-guided Joint Audio-visual Generation for Narrating Faces using Multi-entangled Latent Space,False,0,False,0,Reject,False
k9KKFhwNwg,EGLNN:ENHANCED GRAPHLESS NEURAL NETWORK FOR IOT DATA STORAGE TRANSACTION SECURITY,False,0,False,0,Reject,False
Egd7Vi1EuA,Towards Secure Tuning: Mitigating Security Risks Arising from Benign Instruction Fine-Tuning,False,0,False,0,,
YW79lAHBUF,LLMs Are In-Context Reinforcement Learners,False,0,False,0,,
HjoYVtSkT8,Learning to Ground VLMs without Forgetting,False,0,False,0,,
i3DyRNgCey,Self-Supervised Pseudodata Filtering for Improved Replay with Sub-Optimal Generators,False,0,False,0,,
zi3MEZRCqd,Learning Robust Representations for Medical Images via Unifying (Self-)Supervisions,True,1,False,0,Reject,False
Z33PEFMuU3,Edge-preserving noise for diffusion models,False,0,True,1,Reject,False
dPbJb9XdI1,Convolution goes higher-order: a biologically inspired mechanism empowers image classification.,False,0,False,0,Reject,False
OjP6LUrw1O,From GaLore to WeLore: How Low-Rank Weights Non-uniformly Emerge from Low-Rank Gradients,False,0,False,0,Reject,False
q2VK1Z8XFo,Tighter Performance Theory of FedExProx,False,0,False,0,Reject,False
yZdPpKTO9R,Decision-making with speculative opponent model-aided value function factorization,False,0,False,0,Reject,False
4X9RpKH4Ls,Can Transformers Do Enumerative Geometry?,False,0,False,0,Accept (Poster),True
9YRUmPV7Jy,Intrinsic Explanation of Random Subspace Method for Enhanced Security Applications,True,1,False,0,Reject,False
upALuXjdxc,Error Slice Discovery via Manifold Compactness,False,0,False,0,Reject,False
Rdb0HxGJa3,Online Convex Optimization with Prediction Through Accelerated Gradient Descent,False,0,False,0,Reject,False
kUWZX0Atch,Interpretability-driven active feature acquisition in learning systems,False,0,False,0,Reject,False
lJdgUUcLaA,AlphaIntegrator: Transformer Action Search for Symbolic Integration Proofs,False,0,False,0,Reject,False
dAeET8gxqg,Large Language Models Assume People are More Rational than We Really are,False,0,True,5,Accept (Poster),True
6hJ3khuJY4,Learned Data Transformation: A Data-centric Plugin for Enhancing Time Series Forecasting,False,0,False,0,Reject,False
79ZkWgY2FI,Small-to-Large Generalization: Training Data Influences Models Consistently Across Scale,False,0,False,0,Accept (Poster),True
LSp4KBhAom,LoRA3D: Low-Rank Self-Calibration of 3D Geometric Foundation models,False,0,False,0,Accept (Spotlight),True
E5ulvtj86q,Spatial-aware decision-making with ring attractors in Reinforcement Learning systems,False,0,False,0,Reject,False
VBeLiRkZMP,Instance-Aware Graph Prompt Learning,True,1,False,0,,
4E0lCxBD0U,Decentralized Transformers with Centralized Aggregation are Sample-Efficient Multi-Agent World Models,False,0,True,1,Reject,False
ZCPtUkkkUU,GAQAT: Gradient-Adaptive Quantization-Aware Training for Domain Generalization,False,0,True,3,Reject,False
BMqBvRPDhX,Enhancing Logits Distillation with Plug&Play Kendall's $\tau$ Ranking Loss,False,0,False,0,Reject,False
BkwCrIsTbR,Scaling Instruction-tuned LLMs to Million-token Contexts via Hierarchical Synthetic Data Generation,False,0,False,0,Accept (Poster),True
btaxn8Xce6,Astral: training physics-informed neural networks with error majorants,False,0,False,0,Reject,False
iucVyVC8jQ,A Dual-Fusion Cognitive Diagnosis Framework for Open Student Learning Environments,False,0,False,0,,
xEDB5sSIK0,Label Informativeness-based Minority Oversampling in Graphs (LIMO),True,1,True,3,Reject,False
2gW8lTRh9m,Continual Memorization of Factoids in Large Language Models,True,1,True,1,Reject,False
v7a4KET0Md,Inverse Reinforcement Learning with Switching Rewards and History Dependency for Characterizing Animal Behaviors,False,0,False,0,Reject,False
uSz2K30RRd,Weighted Point Set Embedding for Multimodal Contrastive Learning Toward Optimal Similarity Metric,False,0,True,2,Accept (Spotlight),True
C8jXEugWkq,EqNIO: Subequivariant Neural Inertial Odometry,False,0,False,0,Accept (Poster),True
X6y5CC44HM,MANTRA: The Manifold Triangulations Assemblage,False,0,True,1,Accept (Poster),True
jl9lHkQrrI,ALIA: An LLM for Industrial Assets using Synthetic Data,False,0,False,0,Reject,False
FneYHZU19U,Constrained Graph Clustering with Signed Laplacians,False,0,False,0,Reject,False
wgRQ2WAORJ,Aligning Visual Contrastive learning models via Preference Optimization,False,0,True,2,Accept (Poster),True
3UqIo72Ysq,Representations in a deep end-to-end driving model predict human brain activity in an active driving task,False,0,False,0,Reject,False
yAU5X77S06,ADMP-GNN: Adaptive Depth Message Passing GNN,False,0,False,0,,
HkB4bW5eJj,Plots unlock time-series understanding in multimodal models,True,1,False,0,Reject,False
wkp57p0uhm,WebCanvas: Benchmarking Web Agents in Online Environments,False,0,False,0,,
y5tkxH7kxQ,Towards Efficient LLM Grounding for Embodied Multi-Agent Collaboration,False,0,False,0,,
6LKmaC4cO0,Graph of Records: Boosting Retrieval Augmented Generation for Long-context Summarization with Graphs,False,0,True,1,Reject,False
xlrpVyMIwz,Positional Encoder Graph Quantile Neural Networks for Geographic Data,True,1,False,0,,
CL3U0GxFRD,Exponential Topology-enabled Scalable Communication in Multi-agent Reinforcement Learning,False,0,False,0,Accept (Poster),True
aMBSY2ebPw,Can LLMs Really Learn to Translate a Low-Resource Language from One Grammar Book?,False,0,False,0,Accept (Spotlight),True
a3g2l4yEys,Pangea: A Fully Open Multilingual Multimodal LLM for 39 Languages,True,1,False,0,Accept (Poster),True
oBmaLuEJda,BMLM: Bidirectional Large Language Model for  Multi-Task Spoken Language Understanding: Better and Faster,False,0,False,0,Reject,False
rn8r7GqJm6,VisDiff: SDF-Guided Polygon Generation for Visibility Reconstruction and Recognition,False,0,False,0,Reject,False
0LSAmFCc4p,Brain-inspired $L_p$-Convolution benefits large kernels and aligns better with visual cortex,False,0,False,0,Accept (Poster),True
sQYQ9i1g86,Constrained Exploitability Descent: Finding Mixed-Strategy Nash Equilibrium by Offline Reinforcement Learning,False,0,False,0,Reject,False
BUDLe7NIjQ,MaskSAM: Towards Auto-prompt SAM with Mask Classification for Medical Image Segmentation,False,0,False,0,,
rcKzU0Vns0,A Unified Approach Towards Active Learning and Out-of-Distribution Detection,False,0,False,0,,
zfeso8ceqr,Deconstructing What Makes a Good Optimizer for Autoregressive Language Models,False,0,False,0,Accept (Poster),True
aU63Ib07KJ,A Little Help Goes a Long Way: Efficient LLM Training by Leveraging Small LMs,False,0,False,0,Reject,False
5M0ic2RxQZ,dEBORA: Efficient Bilevel Optimization-based low-Rank Adaptation,False,0,False,0,Accept (Poster),True
cCl10IU836,Interaction Asymmetry: A General Principle for Learning Composable Abstractions,False,0,True,2,Accept (Poster),True
oOQavkQLQZ,FrameBridge: Improving Image-to-Video Generation with Bridge Models,False,0,False,0,Reject,False
fHNpXyhrTC,Preference-based Credit Assignment for Reinforcement Learning with Delayed and Noised Rewards,False,0,False,0,,
yIbSXuLoO1,Set-Size Dependent Combinatorial Bandits,False,0,False,0,Reject,False
q3EbOXb4y1,Retri3D: 3D Neural Graphics Representation Retrieval,False,0,True,1,Accept (Spotlight),True
X1U74IwuxG,Decoupling Angles and Strength in Low-rank Adaptation,False,0,False,0,Accept (Poster),True
wCwz1F8qY8,Prediction of Protein-protein Contacts with Structure-aware Single-sequence Protein Language Models,False,0,False,0,Reject,False
NIhRwzqhUz,Learning the Partially Dynamic Travelling Salesman Problem,False,0,False,0,Reject,False
cPjBTj1Qf5,Counterfactual fairness prediction:  Consistent estimation with generative models and theoretical guarantees,False,0,True,1,Reject,False
Dc6dgTq2UZ,Towards Distributed Backdoor Attacks with Network Detection in Decentralized Federated Learning,False,0,True,2,Reject,False
qxzOEy9fLU,Adaptive Uncertainty-Aware Reinforcement Learning from Human Feedback,False,0,False,0,Reject,False
p5VDaa8aIY,Small Molecule Optimization with Large Language Models,False,0,False,0,Reject,False
uXmRmaF5g0,LORA-MaOO: Learning Ordinal Relations and Angles for Expensive Many-Objective Optimization,False,0,True,1,Reject,False
tKnPtyDt6H,Active Evaluation Acquisition for Efficient LLM Benchmarking,True,1,False,0,Reject,False
kffZUFZVHT,Mouse Lockbox Dataset: Behavior Recognition of Mice Solving Mechanical Puzzles,False,0,False,0,Reject,False
iRYExPKnxm,AcademicEval: Live Long-Context LLM Benchmark,False,0,False,0,,
kvBuxFxSLR,Exploring Selective Layer Freezing Strategies in Transformer Fine-Tuning: NLI Classifiers with Sub-3B Parameter Models,False,0,False,0,Reject,False
CuKla49IjN,Epi-attention : Adaptive Context-Aware Attention for Dynamic Feature Relevance in Neural Networks,True,1,False,0,,
hovDbX4Gh6,AutoG: Towards automatic graph construction from tabular data,False,0,False,0,Accept (Poster),True
c2NSfbKGOc,TangentBind: Unlocking the Potential of Emergent Alignment in Multimodal Model,True,1,False,0,Reject,False
zuuhtmK1Ub,Differentiable Implicit Solver on Graph Neural Networks for Forward and Inverse Problems,False,0,True,1,Reject,False
