s2_paper_id,arxiv_id,title,year,citation_count,community,is_seed
405f8f5f1c6df1b3343c812832479aad5180b65f,2306.03341,Inference-Time Intervention: Eliciting Truthful Answers from a Language Model,2023.0,1213,mi_general,False
58fdf550600fc3873729d466601c5d08a51ba8a0,2310.01405,Representation Engineering: A Top-Down Approach to AI Transparency,2023.0,1086,mi_general,False
c41516420ddbd0f29e010ca259a74c1fc2da0466,1805.01070,What you can cram into a single $&!#* vector: Probing sentence embeddings for linguistic properties,2018.0,1012,mi_general,False
696e4cb88b720a88b1aa1d3777d5eb05a6afee5c,,REPRESENTATION,1919.0,982,mi_general,False
03db82055bf039503c8111e997757f122aa5438d,2012.14261,A Survey on Neural Network Interpretability,2020.0,913,mi_general,False
a3f7a30abe44424e5ef8348a02cc103237ac5210,,SVCCA: Singular Vector Canonical Correlation Analysis for Deep Learning Dynamics and Interpretability,2017.0,879,mi_general,False
f680d47a51a0e470fcb228bf0110c026535ead1b,2301.05217,Progress measures for grokking via mechanistic interpretability,2023.0,858,mi_general,False
f6fbb6809374ca57205bd2cf1421d4f4fa04f975,1903.08855,Linguistic Knowledge and Transferability of Contextual Representations,2019.0,825,mi_general,False
3b21e0c316d0250909f5ef4a9294ef851423a902,,Vision: A Computational Investigation into the Human Representation and Processing of Visual Information. By David Marr,1985.0,767,mi_general,False
21af4ed208ea3ecdb20b75aa27cddd0bfe683eec,,The Building Blocks of Interpretability,2018.0,729,mi_general,False
d59523889679aee15992c4bf6e52b134186d07d3,2310.06824,The Geometry of Truth: Emergent Linear Structure in Large Language Model Representations of True/False Datasets,2023.0,581,mi_general,False
eb44ce1f7e1f4deac10f6e7009e2073f1eb0b3e4,2311.03658,The Linear Representation Hypothesis and the Geometry of Large Language Models,2023.0,576,mi_general,False
c4afa2b3eda95a1194313394901e0e96e24cefaa,1901.09451,Bias in Bios: A Case Study of Semantic Representation Bias in a High-Stakes Setting,2019.0,574,mi_general,False
e5a95a679774e069e1e36d96f92bac6b93027118,1806.05759,Insights on representational similarity in neural networks with canonical correlation,2018.0,555,mi_general,False
ac11062f1f368d97f4c826c317bf50dcc13fdb59,1808.08949,Dissecting Contextual Word Embeddings: Architecture and Representation,2018.0,486,mi_general,False
d5295f7ddcf281f3d30a7579d5ce482036a8e27c,2210.13382,Emergent World Representations: Exploring a Sequence Model Trained on a Synthetic Task,2022.0,484,mi_general,False
f2885c6a25756cf81aa23b41bc62696a5be5c94d,2104.05240,Factual Probing Is [MASK]: Learning vs. Learning to Recall,2021.0,458,mi_general,False
8b750488d139f9beba0815ff8f46ebe15ebb3e58,2404.14082,Mechanistic Interpretability for AI Safety - A Review,2024.0,443,mi_general,False
dc49884e1552d21b129eacf3b0a4c72393556158,1511.07543,Convergent Learning: Do different neural networks learn the same representations?,2015.0,431,mi_general,False
12910786da7a34c9ee26798fd81b0ed7b0e38789,2305.01610,Finding Neurons in a Haystack: Case Studies with Sparse Probing,2023.0,355,mi_general,False
bb26227a94ddb2b0088a23e2ec0a170c40bc4d78,2309.00941,Emergent Linear Representations in World Models of Self-Supervised Sequence Models,2023.0,340,mi_general,False
f4b585c9a79dfce0807b445a09036ea0f9cbcdce,2003.12298,Information-Theoretic Probing with Minimum Description Length,2020.0,318,mi_general,False
3d985d72a4ff6232503b5a95fa6f3eefbab01cef,,Interventions and Causal Inference,2007.0,317,mi_general,False
fec726f5b47483dd1545c132a6ee8984ab3960bd,2004.03061,Information-Theoretic Probing for Linguistic Structure,2020.0,274,mi_general,False
ac879df2cc36f3f824fa24149517622b6bc7bd09,2106.00737,Implicit Representations of Meaning in Neural Language Models,2021.0,236,mi_general,False
112fd54ee193237b24f2ce7fce79e399609a29c5,1909.01380,The Bottom-up Evolution of Representations in the Transformer: A Study with Machine Translation and Language Modeling Objectives,2019.0,219,mi_general,False
f5df0667365764a970fc6abfa0a68b7d1d0ae413,2401.06102,Patchscopes: A Unifying Framework for Inspecting Hidden Representations of Language Models,2024.0,213,mi_general,False
4a6fb70a76968fbb136f370551f720e8d745698c,1506.02004,Sparse Overcomplete Word Vector Representations,2015.0,212,mi_general,False
41fe7f4b3ebf9616419101faa8c5f2ee43a118b4,2106.07682,Revisiting Model Stitching to Compare Neural Representations,2021.0,208,mi_general,False
48da5f9e5e8953f3c0d5855e2cd033541fc898c1,2310.05916,Interpreting CLIP's Image Representation via Text-Based Decomposition,2023.0,194,mi_general,False
1bda8efbbf4abae6c8c1da97d6137396807b1e09,2404.03592,ReFT: Representation Finetuning for Language Models,2024.0,188,mi_general,False
012dda8aef89ffa57128b15dc3cad2c02eedfa80,2310.15154,Linear Representations of Sentiment in Large Language Models,2023.0,169,mi_general,False
53d43ccc593bf44e9aa52e3971df1b9dd396e30d,,Probing for semantic evidence of composition by means of simple classification tasks,2016.0,165,mi_general,False
a4c0c16da0caaf4ed47fe94681f57029bff4be3b,2005.00719,Probing the Probing Paradigm: Does Probing Accuracy Entail Task Relevance?,2020.0,163,mi_general,False
325100e605264947276cab315a6a97ea6fb6a097,2110.14739,Generalized Shape Metrics on Neural Representations,2021.0,161,mi_general,False
8a94d7fb8b580621979396042aef89dbd6ec37fb,2501.16496,Open Problems in Mechanistic Interpretability,2025.0,160,mi_general,False
2742460c702206fe19c0b5ceae97fef3499bdf76,2305.06329,Similarity of Neural Network Models: A Survey of Functional and Representational Measures,2023.0,153,mi_general,False
d9bf49d90e1c646ade1c535f8e93d2c7413da14b,2402.01761,Rethinking Interpretability in the Era of Large Language Models,2024.0,139,mi_general,False
11a6e5b75ce28f883100a2b233469e2cf01db947,1810.11750,Towards Understanding Learning Representations: To What Extent Do Different Neural Networks Learn the Same Representation,2018.0,125,mi_general,False
2ac231b9cff4f5f9054d86c9b540429d4dd687f4,2407.02646,A Practical Review of Mechanistic Interpretability for Transformer-Based Language Models,2024.0,123,mi_general,False
9b9dc2b3d95d2f4e4269a9818c14c70c1f801384,2104.07143,An Interpretability Illusion for BERT,2021.0,104,mi_general,False
0a6f3e0653cca8ca4f111d46cac96cd859b2938b,,Interpretability,2021.0,101,mi_general,False
a5cc5edcabba4c9c62cfbc3379daa140084a2a24,2301.05062,Tracr: Compiled Transformers as a Laboratory for Interpretability,2023.0,100,mi_general,False
04d3e91a32d424f8bc076ca632c444193166fb54,2410.13928,Automatically Interpreting Millions of Features in Large Language Models,2024.0,96,mi_general,False
8899a672040d67e8f58d1bc3efcbc966a7798c7d,2403.03867,On the Origins of Linear Representations in Large Language Models,2024.0,76,mi_general,False
04c84f1b0c5e218ffbc5c0ba5ed9c2c62e63f28e,2104.03514,Low-Complexity Probing via Finding Subnetworks,2021.0,76,mi_general,False
3a326123523f715f6eb74d12e38ccf7a4180dc46,2204.08831,Probing for the Usage of Grammatical Number,2022.0,75,mi_general,False
655e4837a05afdfa03124d9c41c0912805423571,2201.00058,Representation Topology Divergence: A Method for Comparing Neural Network Representations,2021.0,75,mi_general,False
396fdb86cad295fcc2913b23aaa6d5ef79a915c1,2010.02180,Pareto Probing: Trading-Off Accuracy and Complexity,2020.0,70,mi_general,False
dffb0f028298ca2017255090ebd3453dce6e9ee0,2109.09234,Conditional probing: measuring usable information beyond a baseline,2021.0,68,mi_general,False
b2a693fa90ae2f501e698a6610d7c3ef8e76f0b5,2205.14258,On the Symmetries of Deep Learning Models and their Internal Representations,2022.0,67,mi_general,False
1f62c1f3202bc28d8c4e38c4a2a71051e9c86364,2204.05514,A Comparative Study of Faithfulness Metrics for Model Interpretability Methods,2022.0,64,mi_general,False
d494727306a375e524c4c4c8cc1a2dc1845cc4b7,2308.14179,Towards Vision-Language Mechanistic Interpretability: A Causal Tracing Tool for BLIP,2023.0,58,mi_general,False
d5946d10348f2c716d29e47692477a3febf9d5a2,2403.07809,pyvene: A Library for Understanding and Improving PyTorch Models via Interventions,2024.0,56,mi_general,False
cb76ea63d870f9c14db66c40ffe746490ec1bdc4,,Using distance on the Riemannian manifold to compare representations in brain and models,2020.0,50,mi_general,False
86ee3f8d6aa6e83ae0f9e3a674d6bec536617b94,1910.09113,Discovering the Compositional Structure of Vector Representations with Role Learning Networks,2019.0,49,mi_general,False
11ec7f3adbda26b0ca8cb83a3c3aebd561ba5cc6,2408.10920,Recurrent Neural Networks Learn to Store and Generate Sequences using Non-Linear Representations,2024.0,47,mi_general,False
2bcd4c8e0935662344c2bab479ef8b6b5fffcc50,2402.15179,Advancing Parameter Efficiency in Fine-tuning via Representation Editing,2024.0,47,mi_general,False
c0f2a9febf819ba2313cfc8eb77d8acf279b51ae,2501.08319,Enhancing Automated Interpretability with Output-Centric Feature Descriptions,2025.0,39,mi_general,False
d9f7d495701b81c5244258a2fb2f14b96dfa7869,2108.01661,Grounding Representation Similarity with Statistical Testing,2021.0,36,mi_general,False
117d228727a3ad84052f72f14cb59f51a4e8fddc,2407.19200,On Behalf of the Stakeholders: Trends in NLP Model Interpretability in the Era of LLMs,2024.0,35,mi_general,False
62394648facd628a87021a7ef803d0e6efeddee5,2112.06837,Sparse Interventions in Language Models with Differentiable Masking,2021.0,35,mi_general,False
b07d676287b88eb7724e22987ea92b8dc63c913f,2502.17516,A Survey on Mechanistic Interpretability for Multi-Modal Foundation Models,2025.0,34,mi_general,False
66583ad76bc1ce493ed3b530b9a56f87a7e684ca,2504.13151,MIB: A Mechanistic Interpretability Benchmark,2025.0,33,mi_general,False
50e1f80c4f286cb90c0f11ae69912dfe215e323d,2309.07742,Interpretability Is in the Mind of the Beholder: A Causal Framework for Human-Interpretable Representation Learning,2023.0,29,mi_general,False
d3942757c6760c2ebb55f3c5254b81f110a68e3b,2405.05847,"Learned feature representations are biased by complexity, learning order, position, and more",2024.0,28,mi_general,False
396313edd272398898f68d4063c2e0dd62f54bb8,2501.17727,Automated Interpretability Metrics Do Not Distinguish Trained and Random Transformers,2025.0,28,mi_general,False
2700e08a18f995b6ccfcf870a7d2c325f0c28688,,On Interpretability and Feature Representations: An Analysis of the Sentiment Neuron,2019.0,28,mi_general,False
1739e02696ce26be71590f24f46967814df70a2c,2502.20914,"Everything, Everywhere, All at Once: Is Mechanistic Interpretability Identifiable?",2025.0,27,mi_general,False
54450cceb117d7f43d160085dac8d0a1858d78d5,2305.10204,Shielded Representations: Protecting Sensitive Attributes Through Iterative Gradient-Based Projection,2023.0,27,mi_general,False
6d2b13928cf9db71a0c245bbbdbdb7a07bd9247d,2211.11665,Representational dissimilarity metric spaces for stochastic neural networks,2022.0,26,mi_general,False
a3ea44667a9d4b0bf7143421577ca0a5edbea591,2206.08347,Beyond Supervised vs. Unsupervised: Representative Benchmarking and Analysis of Image Representation Learning,2022.0,26,mi_general,False
7c7e1160c6fc55444378e1cc6205c68a29d13571,2411.04430,Towards Unifying Interpretability and Control: Evaluation via Intervention,2024.0,25,mi_general,False
e2bc390cf21dc319ea5aa9a7c3a223911dbf2012,2312.03656,Interpretability Illusions in the Generalization of Simplified Models,2023.0,25,mi_general,False
e32803eb36116f3e218563d69b60171eddaf7024,,Understanding and Minimising Outlier Features in Transformer Training,2024.0,24,mi_general,False
5376540a78a22795011a612837fd6fed2f2a2be6,1910.13140,Concept Saliency Maps to Visualize Relevant Features in Deep Generative Models,2019.0,24,mi_general,False
f0704d62d773215221b0b2768505b630e057bf5b,2409.09951,Optimal ablation for interpretability,2024.0,19,mi_general,False
5ce77edd78da2df87883d5f52ac5113a2e698449,,Detecting Hallucination in Large Language Models Through Deep Internal Representation Analysis,2025.0,17,mi_general,False
c1ceb29224145b1a7b4e7943f43c62f25a7a80cf,2504.19475,Prisma: An Open Source Toolkit for Mechanistic Interpretability in Vision and Video,2025.0,17,mi_general,False
09839922836a0671fc235aad41b22ccfc52ef8ea,2210.06545,GULP: a prediction-based metric between representations,2022.0,17,mi_general,False
38e8d73aad0bd225879ded07bd42111f2e42db4a,2503.00723,Re-Imagining Multimodal Instruction Tuning: A Representation View,2025.0,16,mi_general,False
d6e7cec15b34786debf4cb2bddf96ff107ef62c5,2508.13152,RepreGuard: Detecting LLM-Generated Text by Revealing Hidden Representation Patterns,2025.0,16,mi_general,False
54ddd515eba3e085025ec613027ab8b9444bd755,2601.14004,"Locate, Steer, and Improve: A Practical Survey of Actionable Mechanistic Interpretability in Large Language Models",2026.0,13,mi_general,False
ea328ca3b32da63260b0208a2d0b58d549b7ccad,2506.05166,Dissecting Bias in LLMs: A Mechanistic Interpretability Perspective,2025.0,13,mi_general,False
f4c2ee3d3b6a33c9bdaa9dbef51d067ba8c33610,2408.01416,The Quest for the Right Mediator: Surveying Mechanistic Interpretability for NLP Through the Lens of Causal Mediation Analysis,2024.0,13,mi_general,False
68cf8d5284b88b9e8ef10916599bfdb00c3f238d,2505.22586,Precise In-Parameter Concept Erasure in Large Language Models,2025.0,13,mi_general,False
019cfc087c4294221cf2ba3d16f2318a419741d6,2507.22928,How does Chain of Thought Think? Mechanistic Interpretability of Chain-of-Thought Reasoning with Sparse Autoencoding,2025.0,12,mi_general,False
fe83d6cca8427fa2ef2ea185e4288dd5e7f9d652,2505.16002,Causal Interventions Reveal Shared Structure Across English Filler-Gap Constructions,2025.0,12,mi_general,False
32bcacc81c3e5f0d2252434a5cbd5795558644c7,,Bridging the Black Box: A Survey on Mechanistic Interpretability in AI,2026.0,11,mi_general,False
a9ceeafaa5cffc975fb5aa3d591666fb0ebc47d8,2407.14494,InterpBench: Semi-Synthetic Transformers for Evaluating Mechanistic Interpretability Techniques,2024.0,11,mi_general,False
f179c2b3c5e3ea6c00de583ff8619538d1833d42,2406.01352,Position: An Inner Interpretability Framework for AI Inspired by Lessons from Cognitive Neuroscience,2024.0,10,mi_general,False
ba72f4ed055ee6f57db256f54ce146d4f6dab020,2401.12631,"A Reply to Makelov et al. (2023)'s ""Interpretability Illusion"" Arguments",2024.0,10,mi_general,False
fcf36a99a8eddc4a29471507d4f3ab31580baa6c,2306.03882,Causal interventions expose implicit situation models for commonsense language understanding,2023.0,10,mi_general,False
fe860304efe129ee389725e986bdeb9eab9fd90f,2510.05184,Representation Potentials of Foundation Models for Multimodal Alignment: A Survey,2025.0,10,mi_general,False
6650e134c4b33a3b4ece379b03a30d444bbbccd7,1912.02427,Analysis of the Optimization Landscapes for Overcomplete Representation Learning,2019.0,10,mi_general,False
1a887cdb69abb39c1df13c4b0b17ab154db607a4,2507.09709,Large Language Models Encode Semantics and Alignment in Linearly Separable Representations,2025.0,9,mi_general,False
cf8c00a34aba1c13826ccecdff5309eb78808f50,2512.18792,The Dead Salmons of AI Interpretability,2025.0,9,mi_general,False
be79d0ef6dec980140bf3dc940a80a23183acf91,2503.10894,HyperDAS: Towards Automating Mechanistic Interpretability with Hypernetworks,2025.0,9,mi_general,False
284e59cad4f3dd613bc81e00eb8e02eac8723530,,Benchmarking Interpretability Tools for Deep Neural Networks,2023.0,9,mi_general,False
cf52335c5d4f02be824eb4dd26e1056e304c6b46,2512.15712,Predictive Concept Decoders: Training Scalable End-to-End Interpretability Assistants,2025.0,8,mi_general,False
5c8fe257bea8837eeb3bb7fe7b66e6006d8cc255,2603.18353,Interpretability without actionability: mechanistic methods cannot correct language model errors despite near-perfect internal representations,2026.0,8,mi_general,False
52be61c3edaa54b568805db55a748ba6d8159587,2507.02559,Transformers Don't Need LayerNorm at Inference Time: Scaling LayerNorm Removal to GPT-2 XL and the Implications for Mechanistic Interpretability,2025.0,8,mi_general,False
a46876976b64f567041a9b94fc320c77cf6c4977,2407.11215,Mechanistic interpretability of large language models with applications to the financial services industry,2024.0,8,mi_general,False
ac644e635eeea4670e25d75e41ec035e18212d71,2408.12664,Multilevel Interpretability Of Artificial Neural Networks: Leveraging Framework And Methods From Neuroscience,2024.0,8,mi_general,False
c9f6d6485556b6214360f6b3f630c829176fc1ec,2605.05115,Manifold Steering Reveals the Shared Geometry of Neural Network Representation and Behavior,2026.0,7,mi_general,False
afc17f1f339b0c93f41ceb05850cb15f168ca2b8,2506.00653,Linear Representation Transferability Hypothesis: Leveraging Small Models to Steer Large Models,2025.0,7,mi_general,False
fbe894b6a62bf470e30d8a676133406c056fa9c6,2506.21590,Representation Consistency for Accurate and Coherent LLM Answer Aggregation,2025.0,6,mi_general,False
866fa6d1252aba3ae9f08bf962dd6d2a5dc42d3c,2602.11180,"Mechanistic Interpretability for Large Language Model Alignment: Progress, Challenges, and Future Directions",2026.0,6,mi_general,False
a5cbe230af78780bd14c5472d8e089c16f832b28,2506.18852,Mechanistic Interpretability Needs Philosophy,2025.0,6,mi_general,False
cd5645d273660c3f2f2d844e4f5cb68dc62471a4,2504.07898,How Do Large Language Models Understand Relevance? A Mechanistic Interpretability Perspective,2025.0,6,mi_general,False
dce9a3815d742d062cd7ac0d60bc2964447d41dc,2501.10165,MechIR: A Mechanistic Interpretability Framework for Information Retrieval,2025.0,6,mi_general,False
0d14d167536ae5507c4810a58fd17d2f268ac2b5,2405.17420,Survival of the Fittest Representation: A Case Study with Modular Addition,2024.0,6,mi_general,False
728e96b224e718d7123872f47462bbcbf63984ef,2403.09516,Leveraging Prototypical Representations for Mitigating Social Bias without Demographic Information,2024.0,6,mi_general,False
20a2bdce38ced16f82dd2b7aae137d8f81675504,,On Privileged and Convergent Bases in Neural Network Representations,2023.0,6,mi_general,False
e6609f5414ae90476afcb3800b20ba46bbbdea52,2605.11887,Qwen-Scope: Turning Sparse Features into Development Tools for Large Language Models,2026.0,5,mi_general,False
e2d7fa49c83af78db78c271a0a521e247f4fe4d2,2512.15134,From Isolation to Entanglement: When Do Interpretability Methods Identify and Disentangle Known Concepts?,2025.0,5,mi_general,False
e2054b79d174d5874f5e62004468ee068dd9d258,2505.21364,Towards Interpretability Without Sacrifice: Faithful Dense Layer Decomposition with Mixture of Decoders,2025.0,5,mi_general,False
3399b11ecf6f9e214ef895c9c03daec93c1a13c5,2602.16698,Causality is Key for Interpretability Claims to Generalise,2026.0,5,mi_general,False
7dc67da8cb3e440c79dd26f9e6e0dcaf6bee6e71,2511.12639,Medical Knowledge Intervention Prompt Tuning for Medical Image Classification,2025.0,5,mi_general,False
7934d9a8ad67cf81172590bcbe44e9a9aba24f9b,2502.06536,Sample-efficient Learning of Concepts with Theoretical Guarantees: from Data to Concepts without Interventions,2025.0,5,mi_general,False
3eaacb86487b8e6038bf4ed21110a5c4ae2e8f55,2501.18887,"Towards Unified Attribution in Explainable AI, Data-Centric AI, and Mechanistic Interpretability",2025.0,5,mi_general,False
a18b0cf58fd8c4fbcac9585e80499b7b1bc72a47,2511.19265,Unboxing the Black Box: Mechanistic Interpretability for Algorithmic Understanding of Neural Networks,2025.0,5,mi_general,False
5813e3ad18e5bb281dd7f9a95f16824e5fafbc10,2510.03366,Disentangling Recall and Reasoning in Transformer Models through Layer-wise Attention and Activation Analysis,2025.0,5,mi_general,False
fd735e3caa806ea3b0d46ec1ac6ba28931e56699,2601.13548,Patterning: The Dual of Interpretability,2026.0,5,mi_general,False
042cceba8a258421c5920f87df51cac18558f190,2604.04496,The Indra Representation Hypothesis for Multimodal Alignment,2026.0,5,mi_general,False
ca611fb6e4fb7010c0bad182cebbb894dc46f17f,2203.05488,Geometric and Topological Inference for Deep Representations of Complex Networks,2022.0,5,mi_general,False
c769687bf581aa5dd9cafd1aa0e0e2ed6de15ff0,,Disentangling Transformer Language Models as Superposed Topic Models,2023.0,5,mi_general,False
c34ecb622026680b1328589e8a4706cc4e5b038f,2509.23323,LLM Interpretability with Identifiable Temporal-Instantaneous Representation,2025.0,4,mi_general,False
91108c04421f986927130c2ea32ea13e305d3115,2506.02132,Model Internal Sleuthing: Finding Lexical Identity and Inflectional Features in Modern Language Models,2025.0,4,mi_general,False
a5aa8aa01092939cba984f376e3be33074036459,2508.01916,Decomposing Representation Space into Interpretable Subspaces with Unsupervised Learning,2025.0,4,mi_general,False
0f3de7dba40dd4634e9c153ce5fcf89d764518a9,,Deep Neural Networks Internal Representation via Neuron Community Exploration,2026.0,4,mi_general,False
7ae78424959610c26413035dffa164c8f09ca06a,2504.06303,On the Effectiveness and Generalization of Race Representations for Debiasing High-Stakes Decisions,2025.0,4,mi_general,False
5caa0e0c8d0101d04918323d3e8197c02a80d3aa,2506.19532,Toward the Explainability of Protein Language Models,2025.0,4,mi_general,False
a42c714b6e43abc1f1e9c332a48747ced3fa7752,2402.03855,Challenges in Mechanistically Interpreting Model Representations,2024.0,4,mi_general,False
2ac02b784d78ce62008982fedc6558c4e9853bed,,Towards the explainability of protein language models,2026.0,3,mi_general,False
3365a780fe92378783b6cd5e60a723bcd07574a5,2602.11246,How Many Features Can a Language Model Store Under the Linear Representation Hypothesis?,2026.0,3,mi_general,False
015401990d7cfa5c005c83743e6cfdee1757ab52,2602.02313,Interpreting and Controlling LLM Reasoning through Integrated Policy Gradient,2026.0,3,mi_general,False
ea9994526369201543d82f15df6df21504ce4654,2509.05291,Crosscoding Through Time: Tracking Emergence & Consolidation Of Linguistic Representations Throughout LLM Pretraining,2025.0,3,mi_general,False
691a98d12b1a15e3bac08554c9fa9c8a12b5d9cb,2508.06030,Efficient Knowledge Probing of Large Language Models by Adapting Pre-trained Embeddings,2025.0,3,mi_general,False
4fd6aff1f294f0a23dced079240a52e2ffcd5f3a,2511.04638,Addressing divergent representations from causal interventions on neural networks,2025.0,3,mi_general,False
0d9276843992471971a56729f4b8c5aaf0208571,2506.06686,Learning Distribution-Wise Control in Representation Space for Language Models,2025.0,3,mi_general,False
1dd76d9e4ba70a18477a69b63c89eab1e4d29f52,2505.01372,Evaluating Explanations: An Explanatory Virtues Framework for Mechanistic Interpretability - The Strange Science Part I.ii,2025.0,3,mi_general,False
f3aac890d279c220f3b35931be087d38d2da4a8d,2412.07334,Frame Representation Hypothesis: Multi-Token LLM Interpretability and Concept-Guided Text Generation,2024.0,3,mi_general,False
2aeddd0240f0d812ea5b0bca4c04ed950bbf1091,2510.17256,Explainability of Large Language Models: Opportunities and Challenges toward Generating Trustworthy Explanations,2025.0,3,mi_general,False
ac3e915202f2ca382d558f6e538723e8633c8b89,2506.16975,Latent Concept Disentanglement in Transformer-based Language Models,2025.0,3,mi_general,False
2aa6fe7b5fa2c7ad7411bd55e00a6801dd231810,2602.04212,Language Models Struggle to Use Representations Learned In-Context,2026.0,3,mi_general,False
14302169b95f0948b1f914839842c69a12467a48,2601.22364,Context Structure Reshapes the Representational Geometry of Language Models,2026.0,3,mi_general,False
84e43009486077350eedcfe7688def19772fa518,2511.10840,Tracing Multilingual Representations in LLMs with Cross-Layer Transcoders,2025.0,3,mi_general,False
8e437a1017e392c323c4c34c26d2d896c0623706,2507.22918,Semantic Convergence: Investigating Shared Representations Across Scaled LLMs,2025.0,3,mi_general,False
9424f58ab765e990ebb27a0f5355d2a2354195d9,2601.22012,Putting a Face to Forgetting: Continual Learning meets Mechanistic Interpretability,2026.0,2,mi_general,False
3c3379699052b9c259bbe4080a6356b3fae3dc4f,2601.03657,In Search of Grandmother Cells: Tracing Interpretable Neurons in Tabular Representations,2026.0,2,mi_general,False
a8901abfca87deb347319d2c62157fd3b6fbd697,2512.04691,Towards Ethical Multi-Agent Systems of Large Language Models: A Mechanistic Interpretability Perspective,2025.0,2,mi_general,False
2fb3b9d75e60516c63d85b0ee6f5492dbb6bcf39,2604.16042,Towards Intrinsic Interpretability of Large Language Models:A Survey of Design Principles and Architectures,2026.0,2,mi_general,False
695933fbd7b9b87acffa263d8aba03057be280c0,2604.08524,What Drives Representation Steering? A Mechanistic Case Study on Steering Refusal,2026.0,2,mi_general,False
bb3b942e5815172ffc090a7fecfa4662f453d85e,2412.17019,Reversed Attention: On The Gradient Descent Of Attention Layers In GPT,2024.0,2,mi_general,False
7d829d49b1c3509408f5a064ce271d1f3dfde835,2605.13675,Characterizing Universal Object Representations Across Vision Models,2026.0,1,mi_general,False
4db14433f31d55b70a1580235b597e78ef3814fe,,"Explainable artificial intelligence for the analysis of histopathological images of breast cancer: methods, interpretability and emerging directions",2026.0,1,mi_general,False
6f40661e8a0e5d20dad4ff5bbeb0903e02833dcc,2602.12403,MonoLoss: A Training Objective for Interpretable Monosemantic Representations,2026.0,1,mi_general,False
2b04971b0b889935385a2b5da69cc4532056851c,2601.20075,Sparse CLIP: Co-Optimizing Interpretability and Performance in Contrastive Learning,2026.0,1,mi_general,False
4358b00c0f02977405d12c3ccfe249e67b8d2b66,2602.08159,The Confidence Manifold: Geometric Structure of Correctness Representations in Language Models,2026.0,1,mi_general,False
5f782ff7f392c410f168d56d482285e6e537f844,2509.25045,Hyperdimensional Probe: Decoding LLM Representations via Vector Symbolic Architectures,2025.0,1,mi_general,False
43aef71fdf8bb51bfd777d677b87c5c45aba81b8,2606.00033,Make Mechanistic Interpretability Auditable: A Call to Develop Guidelines via Continuous Collaborative Reviewing,2026.0,1,mi_general,False
6d2330a1cc15c00a9cd16b065fa472ac7ecba423,2602.05184,Towards Worst-Case Guarantees with Scale-Aware Interpretability,2026.0,1,mi_general,False
65502ffc46aa8b1d6ec2507cbdd1f236da2f7267,2510.01288,Microsaccade-Inspired Probing: Positional Encoding Perturbations Reveal LLM Misbehaviours,2025.0,1,mi_general,False
bc9df59de5d6f138e4ee4604728e8c2a54c5e37d,2504.20197,Representation Learning on a Random Lattice,2025.0,1,mi_general,False
a87d4a3d9dc569497b372db93037d9bb0ba33b13,2603.21546,What Do World Models Learn in RL? Probing Latent Representations in Learned Environment Simulators,2026.0,1,mi_general,False
90df5be685de81b6b1acde9031629969b9ce2b49,2605.17641,Causal Intervention-Based Memory Selection for Long-Horizon LLM Agents,2026.0,1,mi_general,False
e15b131254adbfddb4b8ace75f18c3d9b44aac2c,2605.08934,From Mechanistic to Compositional Interpretability,2026.0,1,mi_general,False
2b71206bc8a090e1b4c3588b8ed14e92aa3a58cf,2603.01879,Diagnosing Generalization Failures from Representational Geometry Markers,2026.0,1,mi_general,False
625ea7a6a13e3438c3387d7742405d2aa7489b21,2503.16724,Towards Automated Semantic Interpretability in Reinforcement Learning via Vision-Language Models,2025.0,1,mi_general,False
5107e1f68a9c7a38b4a35432ceb01d260c680bc9,2605.11161,Interpretability Can Be Actionable,2026.0,1,mi_general,False
b58fa6c7d2465cb2c53fbcad255f87aaeb328656,2603.03415,"Farther the Shift, Sparser the Representation: Analyzing OOD Mechanisms in LLMs",2026.0,1,mi_general,False
bea3e952e8165bc4f00404105f021d35b4aba76e,2603.16017,Understanding Moral Reasoning Trajectories in Large Language Models: Toward Probing-Based Explainability,2026.0,1,mi_general,False
4cf77e67dd26e9b7531b9ebeb58ecd0987340e5f,2602.06841,From Features to Actions: Explainability in Traditional and Agentic AI Systems,2026.0,1,mi_general,False
cbb04421705c0f05c48f6d49e1e937e3a3d347a7,2604.13123,Spectral Entropy Collapse as a Phase Transition in Delayed Generalisation: An Interventional and Predictive Framework for Grokkin,2026.0,1,mi_general,False
16da1355d886c6a16e78a22233befba29bf9e0b7,2604.10044,LoopGuard: Breaking Self-Reinforcing Attention Loops via Dynamic KV Cache Intervention,2026.0,1,mi_general,False
bdf62d98131d639adb68d4c8ee009125d5927175,,Towards Uncovering How Large Language ModelsWork: An Interpretability Perspective,2025.0,1,mi_general,False
449fcf999af8f1307b516957be20304c6c12664b,2602.18458,The Story is Not the Science: Execution-Grounded Evaluation of Mechanistic Interpretability Research,2026.0,1,mi_general,False
c199feb4adf59ab4716e2f932116d45fd7e5f330,2505.13899,Causes and Consequences of Representational Similarity in Machine Learning Models,2025.0,1,mi_general,False
18384340ce10505f98924032f1f31777ba42a5b7,2409.01610,Decompose the model: Mechanistic interpretability in image models with Generalized Integrated Gradients (GIG),2024.0,1,mi_general,False
33d889259953f791757acd10ccc31c816bcc5efe,2212.13392,DeepCuts: Single-Shot Interpretability based Pruning for BERT,2022.0,1,mi_general,False
