source_s2id,source_arxiv,source_title,source_community,source_year,target_s2id,target_arxiv,target_title,target_community,target_year
8be6eea316bcdecd7a140ece55f328ea84dc8502,2604.04946,Sparse Autoencoders as a Steering Basis for Phase Synchronization in Graph-Based,sae,2026.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
f7745834b194c4c583406552ec3d1ae1249caf00,2605.01555,Automated Interpretability and Feature Discovery in Language Models with Agents,mi_general,2026.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
85218deed6f3fca47440fab4ddeb948c30636790,2605.12122,Disentangled Sparse Representations for Concept-Separated Diffusion Unlearning,sae,2026.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
890efc891e9b59e8cb5e8c244428f6b81ec0a4da,2408.05147,Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2,sae,2024.0,f6b51c8753a871dc94ff32152c00c01e94f90f09,1301.3781,Efficient Estimation of Word Representations in Vector Space,mi_general,2013
5107e1f68a9c7a38b4a35432ceb01d260c680bc9,2605.11161,Interpretability Can Be Actionable,mi_general,2026.0,eefbd8b384a58f464827b19e30a6920ba976def9,2304.14997,Towards Automated Circuit Discovery for Mechanistic Interpretability,circuits,2023
9573396988f03e66e9768583a314e991170a5e59,2605.21303,From Circuit Evidence to Mechanistic Theory: An Inductive Logic Approach,circuits,2026.0,eefbd8b384a58f464827b19e30a6920ba976def9,2304.14997,Towards Automated Circuit Discovery for Mechanistic Interpretability,circuits,2023
3399b11ecf6f9e214ef895c9c03daec93c1a13c5,2602.16698,Causality is Key for Interpretability Claims to Generalise,mi_general,2026.0,eefbd8b384a58f464827b19e30a6920ba976def9,2304.14997,Towards Automated Circuit Discovery for Mechanistic Interpretability,circuits,2023
1bda8efbbf4abae6c8c1da97d6137396807b1e09,2404.03592,ReFT: Representation Finetuning for Language Models,mi_general,2024.0,3f7fa58806614a1f38ae760c25c1305e3a87d4ce,2305.08809,Interpretability at Scale: Identifying Causal Mechanisms in Alpaca,causal,2023
284fdf2c118612031580d09fb49148b6a696e160,2601.22594,Language Model Circuits Are Sparse in the Neuron Basis,circuits,2026.0,3f7fa58806614a1f38ae760c25c1305e3a87d4ce,2305.08809,Interpretability at Scale: Identifying Causal Mechanisms in Alpaca,causal,2023
851822435103ade081e7a6f2701504aa6edeb121,2605.24577,Polymorphism Is Rotation: Operational Mechanistic Interpretability from a Two-La,mi_general,2026.0,890efc891e9b59e8cb5e8c244428f6b81ec0a4da,2408.05147,Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2,sae,2024
b24a3cf5b4190e6b67c117a196bfeedcc19a13f8,2605.25525,SAE-FD: Sparse Autoencoder Feature Distillation for Continual Learning of Large ,sae,2026.0,edb548fe7574d99454b352ffdb61bca93c3072ba,2309.08600,Sparse Autoencoders Find Highly Interpretable Features in Language Models,sae,2023
8e437a1017e392c323c4c34c26d2d896c0623706,2507.22918,Semantic Convergence: Investigating Shared Representations Across Scaled LLMs,mi_general,2025.0,436cd0fe00807bc9d14434f3313dc836530f2dae,2401.12181,Universal Neurons in GPT2 Language Models,circuits,2024
f29ab62100f7bf1c5842d6db3c3bf70a561181de,2605.06480,Patch-Effect Graph Kernels for LLM Interpretability,mi_general,2026.0,6edd112383ad494f5f2eba72b6f4ffae122ce61f,2211.00593,Interpretability in the Wild: a Circuit for Indirect Object Identification in GP,circuits,2022
7530bd9639bc207e9d703a327582c526ac7c21d2,2410.20161,Causal Abstraction in Model Interpretability: A Compact Survey,causal,2024.0,3f7fa58806614a1f38ae760c25c1305e3a87d4ce,2305.08809,Interpretability at Scale: Identifying Causal Mechanisms in Alpaca,causal,2023
eb73c035fc8b0ae4a115c6a436b83c0ecfc896aa,2506.15679,"Dense SAE Latents Are Features, Not Bugs",sae,2025.0,8cbc7c757766697a56e7cf881605b8e414ab2fdc,2409.14507,A is for Absorption: Studying Feature Splitting and Absorption in Sparse Autoenc,sae,2024
d667a340a3b6539c173782c21273e93aa191f45d,2605.06979,PLOT: Progressive Localization via Optimal Transport in Neural Causal Abstractio,causal,2026.0,edb548fe7574d99454b352ffdb61bca93c3072ba,2309.08600,Sparse Autoencoders Find Highly Interpretable Features in Language Models,sae,2023
5951ede73a1dbb9c5ea8b4d95f31c5ed646aacbd,2106.02997,Causal Abstractions of Neural Networks,causal,2021.0,ac11062f1f368d97f4c826c317bf50dcc13fdb59,1808.08949,Dissecting Contextual Word Embeddings: Architecture and Representation,mi_general,2018
6eda4d95fb384b6e05df39ec2b30dbcf8f6b1b20,2604.15294,How Do LLMs and VLMs Understand Viewpoint Rotation Without Vision? An Interpreta,mi_general,2026.0,6edd112383ad494f5f2eba72b6f4ffae122ce61f,2211.00593,Interpretability in the Wild: a Circuit for Indirect Object Identification in GP,circuits,2022
fbd2c57168477342fd3a66fc9f943dd085d7e967,2605.05685,Temporal Functional Circuits: From Spline Plots to Faithful Explanations in KAN ,circuits,2026.0,5951ede73a1dbb9c5ea8b4d95f31c5ed646aacbd,2106.02997,Causal Abstractions of Neural Networks,causal,2021
c5cb245a7635a39ae87b24550d63f2642b4cc895,2605.23036,Multilingual Steering by Design: Multilingual Sparse Autoencoders and Principled,sae,2026.0,edb548fe7574d99454b352ffdb61bca93c3072ba,2309.08600,Sparse Autoencoders Find Highly Interpretable Features in Language Models,sae,2023
9f3842cb553a6c41b74f0ba48c27172defb3e16e,2603.10071,Dissecting Chronos: Sparse Autoencoders Reveal Causal Feature Hierarchies in Tim,sae,2026.0,eefbd8b384a58f464827b19e30a6920ba976def9,2304.14997,Towards Automated Circuit Discovery for Mechanistic Interpretability,circuits,2023
364a3a287ffaacc12467af82fadb0d64deaea71f,2503.10834,On the Identifiability of Causal Abstractions,causal,2025.0,5951ede73a1dbb9c5ea8b4d95f31c5ed646aacbd,2106.02997,Causal Abstractions of Neural Networks,causal,2021
643698be8a30e3b4cbcb3c4a1d7a26f820388525,2605.28722,Multi-Adapter Representation Interventions via Energy Calibration,mi_general,2026.0,edb548fe7574d99454b352ffdb61bca93c3072ba,2309.08600,Sparse Autoencoders Find Highly Interpretable Features in Language Models,sae,2023
1560f939b4d2f613a16579934c0746946a340a59,2605.31556,Vision-Language Models Suppress Female Representations Under Ambiguous Input,mi_general,2026.0,996445d847f06e99b0bd259345408a0cf1bce87e,2202.05262,Locating and Editing Factual Associations in GPT,circuits,2022
110804428354df709b3693f9efc81946a9036ebf,2309.04827,"Neurons in Large Language Models: Dead, N-gram, Positional",circuits,2023.0,3febb2bed8865945e7fddc99efd791887bb7e14f,1802.05365,Deep Contextualized Word Representations,mi_general,2018
6247d7bb9093b4f6c222c6c224b3df4335d4b8bd,2301.04709,Causal Abstraction: A Theoretical Foundation for Mechanistic Interpretability,causal,2023.0,1d7f3297924a9dd90cfc0df522ebe9138c28b46f,,Amnesic Probing: Behavioral Explanation with Amnesic Counterfactuals,causal,2020
b0a153ac603effc94327e3c665e79e385416057e,2605.09270,"Memorize Theorems, Not Instances: Probing SFT Generalization through Mathematica",mi_general,2026.0,996445d847f06e99b0bd259345408a0cf1bce87e,2202.05262,Locating and Editing Factual Associations in GPT,circuits,2022
f1ec5dd869e672bfe1b1d52be24b119acfbff3a5,2605.07922,Tree SAE: Learning Hierarchical Feature Structures in Sparse Autoencoders,sae,2026.0,8cbc7c757766697a56e7cf881605b8e414ab2fdc,2409.14507,A is for Absorption: Studying Feature Splitting and Absorption in Sparse Autoenc,sae,2024
f3aac890d279c220f3b35931be087d38d2da4a8d,2412.07334,Frame Representation Hypothesis: Multi-Token LLM Interpretability and Concept-Gu,mi_general,2024.0,5951ede73a1dbb9c5ea8b4d95f31c5ed646aacbd,2106.02997,Causal Abstractions of Neural Networks,causal,2021
6f40661e8a0e5d20dad4ff5bbeb0903e02833dcc,2602.12403,MonoLoss: A Training Objective for Interpretable Monosemantic Representations,mi_general,2026.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
7c7e1160c6fc55444378e1cc6205c68a29d13571,2411.04430,Towards Unifying Interpretability and Control: Evaluation via Intervention,mi_general,2024.0,5951ede73a1dbb9c5ea8b4d95f31c5ed646aacbd,2106.02997,Causal Abstractions of Neural Networks,causal,2021
997d07e8e3eeb92dbdb9e8bd8f710454f3f00ff4,2604.05724,Beyond Semantics: Disentangling Information Scope in Sparse Autoencoders for CLI,sae,2026.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
fa965a002729ce91605d9b759724409b95ce983d,2511.05541,Temporal Sparse Autoencoders: Leveraging the Sequential Nature of Language for I,sae,2025.0,8cbc7c757766697a56e7cf881605b8e414ab2fdc,2409.14507,A is for Absorption: Studying Feature Splitting and Absorption in Sparse Autoenc,sae,2024
a126eb9e5c77e20314ef5acae3376032daf5c52f,2510.00845,Mechanistic Interpretability as Statistical Estimation: A Variance Analysis of E,circuits,2025.0,a0cfd36e6c7abf070f492ae52a35af895a1c5592,,Zoom In: An Introduction to Circuits,circuits,2020
5018c31c084a2f37a74e353b55df8a70999dfdf7,2605.31518,On the Relationship Between Activation Outliers and Feature Death in Sparse Auto,sae,2026.0,edb548fe7574d99454b352ffdb61bca93c3072ba,2309.08600,Sparse Autoencoders Find Highly Interpretable Features in Language Models,sae,2023
3a79ef0313b0935c9d6293af2c912ab6d07f3c88,2606.03398,Causal Evidence of Stack Representations in Modeling Counter Languages Using Tra,mi_general,2026.0,996445d847f06e99b0bd259345408a0cf1bce87e,2202.05262,Locating and Editing Factual Associations in GPT,circuits,2022
436cd0fe00807bc9d14434f3313dc836530f2dae,2401.12181,Universal Neurons in GPT2 Language Models,circuits,2024.0,2c871df72c52b58f05447fcb3afc838168d94505,2104.08696,Knowledge Neurons in Pretrained Transformers,circuits,2021
66c8693e3bf331f4c8011b8e159334a2fbd824e7,2604.06495,Improving Robustness In Sparse Autoencoders via Masked Regularization,sae,2026.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
d667a340a3b6539c173782c21273e93aa191f45d,2605.06979,PLOT: Progressive Localization via Optimal Transport in Neural Causal Abstractio,causal,2026.0,6247d7bb9093b4f6c222c6c224b3df4335d4b8bd,2301.04709,Causal Abstraction: A Theoretical Foundation for Mechanistic Interpretability,causal,2023
492726e36c7b63b2996bf757cc0dd63b1974fcbc,2605.03217,Moral Sensitivity in LLMs: A Tiered Evaluation of Contextual Bias via Behavioral,mi_general,2026.0,eefbd8b384a58f464827b19e30a6920ba976def9,2304.14997,Towards Automated Circuit Discovery for Mechanistic Interpretability,circuits,2023
a126eb9e5c77e20314ef5acae3376032daf5c52f,2510.00845,Mechanistic Interpretability as Statistical Estimation: A Variance Analysis of E,circuits,2025.0,59b988fda9c1737465921a9bade731d511500718,,"The Quest for the Right Mediator: A History, Survey, and Theoretical Grounding o",causal,2024
c2191a99aff0db5a840413c8e055fed7274ef302,2605.28896,Feature Geometry of LoRA Adapters: A Sparse Autoencoder Analysis of Representati,sae,2026.0,890efc891e9b59e8cb5e8c244428f6b81ec0a4da,2408.05147,Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2,sae,2024
99a25b62fd9ad86cff5898ff4fccdbc29b373b0a,2411.04105,A Implies B: Circuit Analysis in LLMs for Propositional Logical Reasoning,circuits,2024.0,3f7fa58806614a1f38ae760c25c1305e3a87d4ce,2305.08809,Interpretability at Scale: Identifying Causal Mechanisms in Alpaca,causal,2023
2b04971b0b889935385a2b5da69cc4532056851c,2601.20075,Sparse CLIP: Co-Optimizing Interpretability and Performance in Contrastive Learn,mi_general,2026.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
0d4ea0b90c92559e724226078e55e7fd16a84b75,2605.08200,Where Reliability Lives in Vision-Language Models: A Mechanistic Study of Attent,circuits,2026.0,5951ede73a1dbb9c5ea8b4d95f31c5ed646aacbd,2106.02997,Causal Abstractions of Neural Networks,causal,2021
b4d81c89c973b6d207dbc0562760200b7d7974ed,2507.08802,The Non-Linear Representation Dilemma: Is Causal Abstraction Enough for Mechanis,causal,2025.0,8a94d7fb8b580621979396042aef89dbd6ec37fb,2501.16496,Open Problems in Mechanistic Interpretability,mi_general,2025
55ccc9ba84f49b450273efdb3f2d9283b4d1693f,2606.01479,Sparse Autoencoders for Interpretable Emotion Control in Text-to-Speech,sae,2026.0,890efc891e9b59e8cb5e8c244428f6b81ec0a4da,2408.05147,Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2,sae,2024
eed43d8ff77508e3c20b8f885830615f12e4a4e0,2605.18808,Compositional Literary Primitives in Instruction-Tuned LLMs: Cross-Architectural,sae,2026.0,edb548fe7574d99454b352ffdb61bca93c3072ba,2309.08600,Sparse Autoencoders Find Highly Interpretable Features in Language Models,sae,2023
2fb3b9d75e60516c63d85b0ee6f5492dbb6bcf39,2604.16042,Towards Intrinsic Interpretability of Large Language Models:A Survey of Design P,mi_general,2026.0,6edd112383ad494f5f2eba72b6f4ffae122ce61f,2211.00593,Interpretability in the Wild: a Circuit for Indirect Object Identification in GP,circuits,2022
02e080cc26621911ffc771a07e93fad9f7cca653,2606.10080,VFUSE: Virulent Feature Understanding with Sparse autoEncoders,sae,2026.0,edb548fe7574d99454b352ffdb61bca93c3072ba,2309.08600,Sparse Autoencoders Find Highly Interpretable Features in Language Models,sae,2023
99b68559c26d6013e23bb296a3c380ee97497f12,2606.12966,Circuit Synchronization Precedes Generalization: Causal Evidence from Fourier St,circuits,2026.0,eefbd8b384a58f464827b19e30a6920ba976def9,2304.14997,Towards Automated Circuit Discovery for Mechanistic Interpretability,circuits,2023
abc6b12ff8a508e26191242e573d1cd748828f12,2603.20867,Semantic Sections: An Atlas-Native Feature Ontology for Obstructed Representatio,mi_general,2026.0,6edd112383ad494f5f2eba72b6f4ffae122ce61f,2211.00593,Interpretability in the Wild: a Circuit for Indirect Object Identification in GP,circuits,2022
a3f616abde4bad6389405fbd2d9eba9ba23e9f65,2602.20330,Circuit Tracing in Vision-Language Models: Understanding the Internal Mechanisms,circuits,2026.0,c90a99eeb57019732a6cc996bb9eaf13faedf00f,2209.11895,In-context Learning and Induction Heads,circuits,2022
a126eb9e5c77e20314ef5acae3376032daf5c52f,2510.00845,Mechanistic Interpretability as Statistical Estimation: A Variance Analysis of E,circuits,2025.0,07363dd18fed7feb8de6cbf2e5be164c19655723,,Thread: Circuits,circuits,2020
32a848b72213986e386b8b30163e9769cab0cec9,2606.09653,A Unifying Framework for Concept-Based Representational Similarity,mi_general,2026.0,edb548fe7574d99454b352ffdb61bca93c3072ba,2309.08600,Sparse Autoencoders Find Highly Interpretable Features in Language Models,sae,2023
e64ce2a17674441490216c1227dce0de5fc32f57,2512.07730,SAVE: Sparse Autoencoder-Driven Visual Information Enhancement for Mitigating Ob,sae,2025.0,890efc891e9b59e8cb5e8c244428f6b81ec0a4da,2408.05147,Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2,sae,2024
b8f280d8bf685f8da7c83068e73f000528072d6b,2403.19647,Sparse Feature Circuits: Discovering and Editing Interpretable Causal Graphs in ,circuits,2024.0,c4afa2b3eda95a1194313394901e0e96e24cefaa,1901.09451,Bias in Bios: A Case Study of Semantic Representation Bias in a High-Stakes Sett,mi_general,2019
fbe894b6a62bf470e30d8a676133406c056fa9c6,2506.21590,Representation Consistency for Accurate and Coherent LLM Answer Aggregation,mi_general,2025.0,890efc891e9b59e8cb5e8c244428f6b81ec0a4da,2408.05147,Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2,sae,2024
a126eb9e5c77e20314ef5acae3376032daf5c52f,2510.00845,Mechanistic Interpretability as Statistical Estimation: A Variance Analysis of E,circuits,2025.0,5951ede73a1dbb9c5ea8b4d95f31c5ed646aacbd,2106.02997,Causal Abstractions of Neural Networks,causal,2021
b8f280d8bf685f8da7c83068e73f000528072d6b,2403.19647,Sparse Feature Circuits: Discovering and Editing Interpretable Causal Graphs in ,circuits,2024.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
be79d0ef6dec980140bf3dc940a80a23183acf91,2503.10894,HyperDAS: Towards Automating Mechanistic Interpretability with Hypernetworks,mi_general,2025.0,6247d7bb9093b4f6c222c6c224b3df4335d4b8bd,2301.04709,Causal Abstraction: A Theoretical Foundation for Mechanistic Interpretability,causal,2023
f8c74724977d04366ab8010328c8e096b1688389,2510.03659,Does higher interpretability imply better utility? A Pairwise Analysis on Sparse,sae,2025.0,5951ede73a1dbb9c5ea8b4d95f31c5ed646aacbd,2106.02997,Causal Abstractions of Neural Networks,causal,2021
bdc1e927d7460c0713f919c06fd3ad91fae348d8,2602.24266,Efficient Discovery of Approximate Causal Abstractions via Neural Mechanism Spar,causal,2026.0,5951ede73a1dbb9c5ea8b4d95f31c5ed646aacbd,2106.02997,Causal Abstractions of Neural Networks,causal,2021
996445d847f06e99b0bd259345408a0cf1bce87e,2202.05262,Locating and Editing Factual Associations in GPT,circuits,2022.0,1d7f3297924a9dd90cfc0df522ebe9138c28b46f,,Amnesic Probing: Behavioral Explanation with Amnesic Counterfactuals,causal,2020
f359947567121a838cba9bc20455361f01c2fc02,2603.23268,SafeSeek: Universal Attribution of Safety Circuits in Language Models,circuits,2026.0,eefbd8b384a58f464827b19e30a6920ba976def9,2304.14997,Towards Automated Circuit Discovery for Mechanistic Interpretability,circuits,2023
cc5b66d0468a42829484a7fb8b1e9648e591deca,,What’s your Use Case? A Taxonomy of Causal Evaluations of Post-hoc Interpretabil,mi_general,,6247d7bb9093b4f6c222c6c224b3df4335d4b8bd,2301.04709,Causal Abstraction: A Theoretical Foundation for Mechanistic Interpretability,causal,2023
8e9b14a3e6bbc09333bf11a66d96a32984b37399,2606.06333,Subspace-Aware Sparse Autoencoders for Effective Mechanistic Interpretability,sae,2026.0,6edd112383ad494f5f2eba72b6f4ffae122ce61f,2211.00593,Interpretability in the Wild: a Circuit for Indirect Object Identification in GP,circuits,2022
0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024.0,bbf218fd97d3c18801eb6eb09345bb38e7bcc871,2404.16014,Improving Dictionary Learning with Gated Sparse Autoencoders,sae,2024
b4d81c89c973b6d207dbc0562760200b7d7974ed,2507.08802,The Non-Linear Representation Dilemma: Is Causal Abstraction Enough for Mechanis,causal,2025.0,c41516420ddbd0f29e010ca259a74c1fc2da0466,1805.01070,What you can cram into a single $&!#* vector: Probing sentence embeddings for li,mi_general,2018
99b68559c26d6013e23bb296a3c380ee97497f12,2606.12966,Circuit Synchronization Precedes Generalization: Causal Evidence from Fourier St,circuits,2026.0,5951ede73a1dbb9c5ea8b4d95f31c5ed646aacbd,2106.02997,Causal Abstractions of Neural Networks,causal,2021
96be5c296ece58c23d7a89c3dd9defd7a1392d8b,2605.24059,Spectral Probe-Circuits: A Three-Step Recipe for Identifying Attention-Head Circ,circuits,2026.0,eefbd8b384a58f464827b19e30a6920ba976def9,2304.14997,Towards Automated Circuit Discovery for Mechanistic Interpretability,circuits,2023
6247d7bb9093b4f6c222c6c224b3df4335d4b8bd,2301.04709,Causal Abstraction: A Theoretical Foundation for Mechanistic Interpretability,causal,2023.0,6163066fdff9664bbe1a97968f9db333bca273d2,,Neuron Dependency Graphs: A Causal Abstraction of Neural Networks,causal,2022
92a728ab88c83c78b4e68a14fa9b6853119aea26,2511.07572,SCALAR: Benchmarking SAE Interaction Sparsity in Toy LLMs,sae,2025.0,8cbc7c757766697a56e7cf881605b8e414ab2fdc,2409.14507,A is for Absorption: Studying Feature Splitting and Absorption in Sparse Autoenc,sae,2024
4bce00187e57fd4caa06e4cd51c3535370c461e5,2605.29901,Dissecting the Black Box: Circuit-Level Analysis of LLM Vulnerability Detection,circuits,2026.0,6edd112383ad494f5f2eba72b6f4ffae122ce61f,2211.00593,Interpretability in the Wild: a Circuit for Indirect Object Identification in GP,circuits,2022
c6652d7ae7ad517ff2282e26df6034dc0e10a30e,2512.05534,A Unified Theory of Sparse Dictionary Learning in Mechanistic Interpretability: ,sae,2025.0,8cbc7c757766697a56e7cf881605b8e414ab2fdc,2409.14507,A is for Absorption: Studying Feature Splitting and Absorption in Sparse Autoenc,sae,2024
436cd0fe00807bc9d14434f3313dc836530f2dae,2401.12181,Universal Neurons in GPT2 Language Models,circuits,2024.0,c769687bf581aa5dd9cafd1aa0e0e2ed6de15ff0,,Disentangling Transformer Language Models as Superposed Topic Models,mi_general,2023
9790eb77f0fbedc5188aca003386c937204e8d8a,2512.09757,"Circuits, Features, and Heuristics in Molecular Transformers",circuits,2025.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
34371d7edcaae6569cb3d69555225d0425cf8aa8,2605.28149,Sign-Aware Gated Sparse Autoencoders: Modeling Anticorrelated Features with Bi-J,sae,2026.0,edb548fe7574d99454b352ffdb61bca93c3072ba,2309.08600,Sparse Autoencoders Find Highly Interpretable Features in Language Models,sae,2023
ef520875710fd7fc9d6bce212d3198238b3b150f,2606.05378,Pattern Selectivity is Not Task-Causal Structure: A Cross-Architecture Mechanist,circuits,2026.0,6edd112383ad494f5f2eba72b6f4ffae122ce61f,2211.00593,Interpretability in the Wild: a Circuit for Indirect Object Identification in GP,circuits,2022
9ced65b8d8a3c25d2342a570150e3bc1110ec2f7,2602.04718,Identifying Intervenable and Interpretable Features via Orthogonality Regulariza,sae,2026.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
c5cb245a7635a39ae87b24550d63f2642b4cc895,2605.23036,Multilingual Steering by Design: Multilingual Sparse Autoencoders and Principled,sae,2026.0,890efc891e9b59e8cb5e8c244428f6b81ec0a4da,2408.05147,Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2,sae,2024
6daad254195fe31be54a42fc714be3349bf79dcc,2510.01252,GPT and Prejudice: A Sparse Approach to Understanding Learned Representations in,mi_general,2025.0,890efc891e9b59e8cb5e8c244428f6b81ec0a4da,2408.05147,Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2,sae,2024
738462d3080275c47cad471c92bf83d5b577620d,2606.02385,How Optimality Structures Sparse Dictionaries: A Theory for Understanding SAE Re,sae,2026.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
e02b5861d68edb0ebceb241aeff5eac40da451b2,2505.24731,Circuit Stability Characterizes Language Model Generalization,circuits,2025.0,5951ede73a1dbb9c5ea8b4d95f31c5ed646aacbd,2106.02997,Causal Abstractions of Neural Networks,causal,2021
3fd29091b95d26db32132ed39e757ad3f6daa0e4,2603.23821,Perturbation: A simple and efficient adversarial tracer for representation learn,mi_general,2026.0,b4d81c89c973b6d207dbc0562760200b7d7974ed,2507.08802,The Non-Linear Representation Dilemma: Is Causal Abstraction Enough for Mechanis,causal,2025
b4d81c89c973b6d207dbc0562760200b7d7974ed,2507.08802,The Non-Linear Representation Dilemma: Is Causal Abstraction Enough for Mechanis,causal,2025.0,edb548fe7574d99454b352ffdb61bca93c3072ba,2309.08600,Sparse Autoencoders Find Highly Interpretable Features in Language Models,sae,2023
7ebdcc7f04ca5902b0a45d99f28969df9650621e,2602.05183,Data-Centric Interpretability for LLM-based Multi-Agent Reinforcement Learning,mi_general,2026.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
b550410bd6871c5a6c0973ccf982012421cc0885,2601.12879,Hierarchical Sparse Circuit Extraction from Billion-Parameter Language Models th,circuits,2026.0,eefbd8b384a58f464827b19e30a6920ba976def9,2304.14997,Towards Automated Circuit Discovery for Mechanistic Interpretability,circuits,2023
21822190c5e8fa26facf4a415f1eacd88c8452d3,2509.00928,Superposition in Graph Neural Networks,sae,2025.0,436cd0fe00807bc9d14434f3313dc836530f2dae,2401.12181,Universal Neurons in GPT2 Language Models,circuits,2024
6247d7bb9093b4f6c222c6c224b3df4335d4b8bd,2301.04709,Causal Abstraction: A Theoretical Foundation for Mechanistic Interpretability,causal,2023.0,9d125f45b1d2dea01f05281470bc08e12b6c7cba,2209.10652,Toy Models of Superposition,sae,2022
c57845c292aec28dd53fba3b947d6eea8899f5ee,,Causal-KAN: Learning Causal Mapping Representations by Injecting Causal Knowledg,mi_general,2025.0,6247d7bb9093b4f6c222c6c224b3df4335d4b8bd,2301.04709,Causal Abstraction: A Theoretical Foundation for Mechanistic Interpretability,causal,2023
66c8693e3bf331f4c8011b8e159334a2fbd824e7,2604.06495,Improving Robustness In Sparse Autoencoders via Masked Regularization,sae,2026.0,8cbc7c757766697a56e7cf881605b8e414ab2fdc,2409.14507,A is for Absorption: Studying Feature Splitting and Absorption in Sparse Autoenc,sae,2024
0208f605f0775341be71a441326a8b549cf7a01c,2605.30482,Discovering a Zeta Map Algorithm on Dyck Paths via Mechanistic Interpretability,mi_general,2026.0,eefbd8b384a58f464827b19e30a6920ba976def9,2304.14997,Towards Automated Circuit Discovery for Mechanistic Interpretability,circuits,2023
7e608a471ffd5143a0cfe05607b6b8f1dfaf1e83,2512.11263,Features Emerge as Discrete States: The First Application of SAEs to 3D Represen,sae,2025.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
25a186ac660dbee84c178984b43f5853995c2bee,,H-Space Sparse Autoencoders,sae,,3f7fa58806614a1f38ae760c25c1305e3a87d4ce,2305.08809,Interpretability at Scale: Identifying Causal Mechanisms in Alpaca,causal,2023
d5f55bed31688be23cebf9407ebe0b5740253384,2508.12535,CorrSteer: Generation-Time LLM Steering via Correlated Sparse Autoencoder Featur,sae,2025.0,890efc891e9b59e8cb5e8c244428f6b81ec0a4da,2408.05147,Gemma Scope: Open Sparse Autoencoders Everywhere All At Once on Gemma 2,sae,2024
0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024.0,7cc88a1a904e8bb6edc1123c0800d1c5a0ea435d,2103.15949,Transformer visualization via dictionary learning: contextualized embedding as a,sae,2021
66a99cda71d8ad1e6a918894969a1d2a807a33ab,2605.02234,Bucketing the Good Apples: A Method for Diagnosing and Improving Causal Abstract,causal,2026.0,5951ede73a1dbb9c5ea8b4d95f31c5ed646aacbd,2106.02997,Causal Abstractions of Neural Networks,causal,2021
682970abd8ae727811f4ec2256009478c172dd07,,Decoding and controlling emotion in LLMs through human-aligned representational ,mi_general,2026.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
7ebdcc7f04ca5902b0a45d99f28969df9650621e,2602.05183,Data-Centric Interpretability for LLM-based Multi-Agent Reinforcement Learning,mi_general,2026.0,c90a99eeb57019732a6cc996bb9eaf13faedf00f,2209.11895,In-context Learning and Induction Heads,circuits,2022
cd2f35cff5cb0f07e6ef700bd1a476e9755bb2c8,2602.12026,Protein Circuit Tracing via Cross-layer Transcoders,circuits,2026.0,0d24c5680efe9769e6d7ea579db0499ec819a8c7,2406.04093,Scaling and evaluating sparse autoencoders,sae,2024
